Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	52.0	-50.0	6.0	11.377889388136207	85008
PositiveTail 1a	58.0	-50.0	16.0	10.32998536541844	
PositiveTail 1b	54.0	-42.0	10.0	10.32998536541844	
PositiveTail 1c	52.0	-54.0	6.0	10.213915434894549	
PositiveTail 2	-4.0	-54.0	32.0	10.568996121865297	21040
PositiveTail 2a	4.0	-18.0	42.0	4.870991983171934	
PositiveTail 2b	-6.0	-40.0	38.0	3.9884835215037704	
PositiveTail 2c	-4.0	-20.0	36.0	3.9884835215037704	
PositiveTail 3	-48.0	-70.0	6.0	9.846175256017462	82568
PositiveTail 3a	-50.0	-58.0	24.0	8.896882035701994	
PositiveTail 3b	-52.0	-56.0	14.0	8.176261062185446	
PositiveTail 3c	-54.0	-46.0	8.0	8.030253750005077	
PositiveTail 4	-4.0	52.0	28.0	9.717684658818989	58552
PositiveTail 4a	0.0	20.0	42.0	8.176261062185446	
PositiveTail 4b	-4.0	18.0	52.0	8.030253750005077	
PositiveTail 4c	2.0	30.0	44.0	7.5912828410669135	
PositiveTail 5	36.0	24.0	-2.0	9.444520237465662	37416
PositiveTail 5a	48.0	26.0	0.0	8.896882035701994	
PositiveTail 5b	54.0	24.0	8.0	8.176261062185446	
PositiveTail 5c	46.0	12.0	26.0	8.176261062185446	
PositiveTail 6	-22.0	-6.0	-18.0	9.3100912246137	62016
PositiveTail 6a	-40.0	20.0	-6.0	9.037469404703696	
PositiveTail 6b	-48.0	24.0	2.0	8.46570505836109	
PositiveTail 6c	-36.0	24.0	-12.0	7.739182067801848	
PositiveTail 7	24.0	-6.0	-14.0	8.46570505836109	7112
PositiveTail 7a	38.0	2.0	-20.0	2.4976883249654045	
PositiveTail 7b	30.0	-4.0	-30.0	2.304151334638708	
PositiveTail 8	32.0	-52.0	60.0	4.522605866256825	6000
PositiveTail 8a	46.0	-42.0	48.0	4.346105994722904	
PositiveTail 8b	28.0	-50.0	64.0	3.8073134594213585	
PositiveTail 8c	32.0	-58.0	60.0	3.8073134594213585	
PositiveTail 9	-28.0	-54.0	64.0	4.346105994722904	1288
PositiveTail 10	-32.0	-18.0	62.0	3.9884835215037704	1440
PositiveTail 10a	-26.0	-12.0	66.0	3.254310367388916	
PositiveTail 10b	-18.0	-12.0	64.0	2.6892018670494724	
PositiveTail 10c	-22.0	-20.0	66.0	1.7178109935394992	
PositiveTail 11	-12.0	-94.0	8.0	3.9884835215037704	1880
PositiveTail 11a	-12.0	-90.0	-4.0	2.6892018670494724	
PositiveTail 11b	-10.0	-78.0	0.0	2.304151334638708	
PositiveTail 12	8.0	-88.0	20.0	2.8791284986520473	328
PositiveTail 13	26.0	-6.0	64.0	2.8791284986520473	200
PositiveTail 14	8.0	14.0	-8.0	2.4976883249654045	176
PositiveTail 15	36.0	-74.0	28.0	2.304151334638708	192
PositiveTail 15a	40.0	-78.0	22.0	1.7178109935394992	
