Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	52.0	-46.0	8.0	6.7078076751843465	45520
PositiveTail 1a	50.0	-60.0	6.0	6.673593963249191	
PositiveTail 1b	54.0	-52.0	8.0	6.673593963249191	
PositiveTail 1c	46.0	-62.0	4.0	6.481064590137908	
PositiveTail 2	52.0	28.0	0.0	5.901702979705312	11424
PositiveTail 2a	54.0	30.0	8.0	4.494407482727402	
PositiveTail 2b	42.0	24.0	-4.0	4.494407482727402	
PositiveTail 2c	54.0	26.0	6.0	4.494407482727402	
PositiveTail 3	-44.0	-50.0	-14.0	5.693806889782281	26232
PositiveTail 3a	-42.0	-56.0	-20.0	5.693806889782281	
PositiveTail 3b	-56.0	-46.0	8.0	5.693806889782281	
PositiveTail 3c	-46.0	-58.0	-20.0	5.693806889782281	
PositiveTail 4	0.0	-58.0	20.0	5.006874622140329	6496
PositiveTail 4a	-6.0	-52.0	32.0	3.6566668721120124	
PositiveTail 4b	8.0	-58.0	22.0	3.362396878990018	
PositiveTail 4c	-8.0	-58.0	28.0	3.362396878990018	
PositiveTail 5	-20.0	-6.0	-18.0	4.758663927624372	2272
PositiveTail 5a	-24.0	2.0	-14.0	2.7727366744282236	
PositiveTail 5b	-16.0	-10.0	-12.0	2.4651374792632366	
PositiveTail 5c	-16.0	2.0	-12.0	2.4651374792632366	
PositiveTail 6	-50.0	28.0	6.0	4.494407482727402	11176
PositiveTail 6a	-46.0	28.0	-2.0	4.494407482727402	
PositiveTail 6b	-48.0	24.0	12.0	3.9439803186756186	
PositiveTail 6c	-38.0	24.0	0.0	3.9439803186756186	
PositiveTail 7	26.0	0.0	-18.0	4.494407482727402	3192
PositiveTail 8	22.0	-86.0	-4.0	4.494407482727402	2400
PositiveTail 8a	30.0	-90.0	0.0	3.06778834717706	
PositiveTail 8b	22.0	-94.0	0.0	2.7727366744282236	
PositiveTail 8c	26.0	-84.0	-12.0	2.4651374792632366	
PositiveTail 9	-58.0	-4.0	-10.0	3.9439803186756186	2912
PositiveTail 9a	-60.0	-20.0	4.0	3.06778834717706	
PositiveTail 9b	-54.0	-10.0	-6.0	3.06778834717706	
PositiveTail 9c	-56.0	-20.0	-2.0	2.7727366744282236	
PositiveTail 10	-24.0	-4.0	58.0	3.9439803186756186	3456
PositiveTail 10a	-40.0	0.0	52.0	3.06778834717706	
PositiveTail 10b	-26.0	-8.0	52.0	2.7727366744282236	
PositiveTail 10c	-26.0	4.0	52.0	2.7727366744282236	
PositiveTail 11	-6.0	42.0	-8.0	3.6566668721120124	7480
PositiveTail 11a	0.0	52.0	-8.0	3.362396878990018	
PositiveTail 11b	2.0	56.0	8.0	3.362396878990018	
PositiveTail 11c	2.0	54.0	18.0	3.362396878990018	
PositiveTail 12	2.0	8.0	42.0	3.362396878990018	4072
PositiveTail 12a	0.0	10.0	56.0	3.362396878990018	
PositiveTail 12b	-10.0	12.0	60.0	3.06778834717706	
PositiveTail 12c	6.0	10.0	40.0	3.06778834717706	
PositiveTail 13	-38.0	-36.0	56.0	3.362396878990018	2072
PositiveTail 13a	-34.0	-30.0	60.0	2.7727366744282236	
PositiveTail 13b	-46.0	-38.0	46.0	2.4651374792632366	
PositiveTail 13c	-36.0	-38.0	48.0	2.4651374792632366	
PositiveTail 14	16.0	-86.0	28.0	3.06778834717706	2544
PositiveTail 14a	6.0	-86.0	18.0	2.7727366744282236	
PositiveTail 14b	16.0	-88.0	24.0	2.7727366744282236	
PositiveTail 14c	30.0	-84.0	18.0	2.7727366744282236	
PositiveTail 15	26.0	0.0	60.0	3.06778834717706	1064
PositiveTail 15a	22.0	-4.0	54.0	2.4651374792632366	
PositiveTail 15b	14.0	-4.0	56.0	1.835560520769636	
PositiveTail 15c	26.0	-4.0	52.0	1.835560520769636	
PositiveTail 16	36.0	-74.0	28.0	3.06778834717706	448
PositiveTail 16a	32.0	-80.0	24.0	2.152165323672377	
PositiveTail 17	2.0	36.0	44.0	2.7727366744282236	368
PositiveTail 18	22.0	-58.0	60.0	2.7727366744282236	1056
PositiveTail 18a	26.0	-66.0	56.0	1.835560520769636	
PositiveTail 19	-48.0	10.0	-30.0	2.7727366744282236	664
PositiveTail 19a	-48.0	4.0	-36.0	2.152165323672377	
PositiveTail 20	-36.0	-82.0	-6.0	2.4651374792632366	216
PositiveTail 21	42.0	4.0	44.0	2.4651374792632366	112
PositiveTail 22	-22.0	-54.0	-16.0	2.152165323672377	120
PositiveTail 23	-28.0	8.0	-18.0	2.152165323672377	120
PositiveTail 24	-48.0	4.0	26.0	2.152165323672377	112
PositiveTail 25	-14.0	-90.0	-4.0	2.152165323672377	88
PositiveTail 25a	-12.0	-90.0	4.0	1.835560520769636	
PositiveTail 26	-8.0	10.0	2.0	1.835560520769636	96
