Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-4.0	50.0	-4.0	6.111974046709765	22808
PositiveTail 1a	-2.0	46.0	4.0	5.542932027300559	
PositiveTail 1b	2.0	50.0	-6.0	4.958889315465441	
PositiveTail 1c	-8.0	48.0	8.0	4.337273658120623	
PositiveTail 2	-2.0	-48.0	26.0	5.244290318012965	12616
PositiveTail 2a	-2.0	-54.0	20.0	4.958889315465441	
PositiveTail 2b	-2.0	-40.0	28.0	4.337273658120623	
PositiveTail 2c	-6.0	-32.0	30.0	3.657976806954784	
PositiveTail 3	10.0	8.0	0.0	4.958889315465441	21536
PositiveTail 3a	22.0	0.0	-16.0	4.662507728162521	
PositiveTail 3b	8.0	8.0	-8.0	4.337273658120623	
PositiveTail 3c	16.0	0.0	-16.0	4.337273658120623	
PositiveTail 4	-24.0	0.0	-16.0	4.337273658120623	10376
PositiveTail 4a	-22.0	-10.0	-20.0	3.997698540857987	
PositiveTail 4b	-20.0	0.0	-16.0	3.997698540857987	
PositiveTail 4c	-18.0	-8.0	-18.0	3.997698540857987	
PositiveTail 5	36.0	-50.0	50.0	4.337273658120623	3056
PositiveTail 5a	30.0	-56.0	50.0	2.946862330208811	
PositiveTail 5b	24.0	-62.0	50.0	1.7788387918954884	
PositiveTail 5c	32.0	-60.0	48.0	1.7788387918954884	
PositiveTail 6	50.0	4.0	32.0	3.997698540857987	3208
PositiveTail 6a	46.0	12.0	30.0	3.657976806954784	
PositiveTail 6b	50.0	6.0	26.0	3.310854867221474	
PositiveTail 6c	44.0	12.0	26.0	3.310854867221474	
PositiveTail 7	-46.0	-62.0	-10.0	3.657976806954784	3208
PositiveTail 7a	-46.0	-68.0	-4.0	3.310854867221474	
PositiveTail 7b	-54.0	-64.0	-10.0	2.5719394681782615	
PositiveTail 7c	-44.0	-70.0	-10.0	2.5719394681782615	
PositiveTail 8	-50.0	8.0	28.0	3.657976806954784	1680
PositiveTail 8a	-56.0	16.0	28.0	2.1803068286310507	
PositiveTail 8b	-48.0	2.0	24.0	2.1803068286310507	
PositiveTail 8c	-54.0	14.0	20.0	2.1803068286310507	
PositiveTail 9	42.0	-80.0	-4.0	3.310854867221474	5088
PositiveTail 9a	26.0	-98.0	-2.0	2.946862330208811	
PositiveTail 9b	38.0	-78.0	-10.0	2.946862330208811	
PositiveTail 9c	44.0	-72.0	0.0	2.946862330208811	
PositiveTail 10	-22.0	-94.0	-8.0	3.310854867221474	936
PositiveTail 10a	-30.0	-92.0	-8.0	2.1803068286310507	
PositiveTail 10b	-18.0	-98.0	-8.0	1.7788387918954884	
PositiveTail 11	-50.0	-66.0	34.0	3.310854867221474	2168
PositiveTail 11a	-48.0	-68.0	24.0	2.946862330208811	
PositiveTail 11b	-54.0	-66.0	32.0	2.5719394681782615	
PositiveTail 11c	-44.0	-66.0	24.0	2.5719394681782615	
PositiveTail 12	-36.0	30.0	-12.0	3.310854867221474	1760
PositiveTail 12a	-38.0	24.0	-20.0	2.5719394681782615	
PositiveTail 12b	-36.0	36.0	-6.0	2.1803068286310507	
PositiveTail 12c	-36.0	36.0	-16.0	2.1803068286310507	
PositiveTail 13	-40.0	-50.0	-18.0	3.310854867221474	1120
PositiveTail 13a	-38.0	-50.0	-26.0	2.5719394681782615	
PositiveTail 13b	-46.0	-44.0	-18.0	2.1803068286310507	
PositiveTail 13c	-38.0	-44.0	-22.0	2.1803068286310507	
PositiveTail 14	52.0	-64.0	-6.0	2.5719394681782615	288
PositiveTail 15	-24.0	-80.0	36.0	2.5719394681782615	712
PositiveTail 15a	-34.0	-78.0	36.0	2.1803068286310507	
PositiveTail 15b	-28.0	-84.0	40.0	1.7788387918954884	
PositiveTail 16	40.0	-50.0	-22.0	2.5719394681782615	1544
PositiveTail 16a	44.0	-62.0	-22.0	2.5719394681782615	
PositiveTail 16b	40.0	-50.0	-26.0	2.5719394681782615	
PositiveTail 16c	40.0	-60.0	-22.0	2.5719394681782615	
PositiveTail 17	-44.0	-82.0	8.0	2.5719394681782615	320
PositiveTail 17a	-38.0	-86.0	4.0	2.5719394681782615	
PositiveTail 17b	-42.0	-82.0	12.0	1.7788387918954884	
PositiveTail 18	24.0	-30.0	-6.0	2.5719394681782615	816
PositiveTail 18a	16.0	-26.0	-10.0	2.5719394681782615	
PositiveTail 18b	24.0	-32.0	-10.0	2.1803068286310507	
PositiveTail 18c	16.0	-30.0	-10.0	2.1803068286310507	
PositiveTail 19	28.0	-84.0	16.0	2.1803068286310507	224
PositiveTail 20	-46.0	38.0	10.0	2.1803068286310507	976
PositiveTail 21	-44.0	-74.0	6.0	2.1803068286310507	96
PositiveTail 22	-36.0	-86.0	18.0	2.1803068286310507	144
PositiveTail 23	-36.0	42.0	-6.0	2.1803068286310507	120
PositiveTail 24	-14.0	-30.0	-6.0	2.1803068286310507	96
PositiveTail 25	2.0	6.0	32.0	2.1803068286310507	160
PositiveTail 26	-42.0	-40.0	44.0	1.7788387918954884	144
PositiveTail 27	48.0	20.0	-8.0	1.7788387918954884	96
PositiveTail 28	-34.0	-56.0	52.0	1.7788387918954884	128
PositiveTail 29	48.0	26.0	8.0	1.7788387918954884	88
