Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-4.0	12.0	52.0	7.80328567186471	13832
PositiveTail 1a	4.0	6.0	56.0	6.548761506933934	
PositiveTail 1b	0.0	18.0	54.0	6.180995806936769	
PositiveTail 1c	0.0	20.0	44.0	5.3843544173355316	
PositiveTail 2	40.0	32.0	28.0	7.249852941869922	22528
PositiveTail 2a	40.0	42.0	22.0	6.180995806936769	
PositiveTail 2b	38.0	38.0	30.0	6.180995806936769	
PositiveTail 2c	46.0	18.0	30.0	5.799044616544405	
PositiveTail 3	-46.0	4.0	32.0	6.548761506933934	18344
PositiveTail 3a	-44.0	24.0	22.0	5.799044616544405	
PositiveTail 3b	-50.0	20.0	26.0	5.3843544173355316	
PositiveTail 3c	-54.0	6.0	34.0	5.3843544173355316	
PositiveTail 4	34.0	20.0	0.0	6.180995806936769	5168
PositiveTail 4a	28.0	26.0	-4.0	5.3843544173355316	
PositiveTail 4b	34.0	12.0	-6.0	3.6698553258596194	
PositiveTail 4c	34.0	20.0	-10.0	3.17812678810146	
PositiveTail 5	-36.0	-50.0	40.0	4.98752076467878	6048
PositiveTail 5a	-38.0	-50.0	48.0	4.566071279437206	
PositiveTail 5b	-48.0	-52.0	44.0	4.566071279437206	
PositiveTail 5c	-44.0	-46.0	50.0	4.566071279437206	
PositiveTail 6	-34.0	18.0	-2.0	4.566071279437206	3048
PositiveTail 6a	-44.0	14.0	4.0	3.17812678810146	
PositiveTail 6b	-32.0	14.0	4.0	3.17812678810146	
PositiveTail 6c	-44.0	10.0	4.0	2.1243637945657396	
PositiveTail 7	-20.0	2.0	8.0	4.566071279437206	3744
PositiveTail 7a	-16.0	-10.0	8.0	4.566071279437206	
PositiveTail 7b	-16.0	2.0	6.0	4.1326733943305	
PositiveTail 7c	-14.0	-6.0	8.0	4.1326733943305	
PositiveTail 8	30.0	56.0	0.0	4.1326733943305	2616
PositiveTail 8a	34.0	50.0	10.0	3.17812678810146	
PositiveTail 8b	36.0	56.0	2.0	3.17812678810146	
PositiveTail 8c	32.0	48.0	0.0	2.66729114317626	
PositiveTail 9	-48.0	-54.0	-20.0	4.1326733943305	4376
PositiveTail 9a	-34.0	-62.0	-26.0	3.6698553258596194	
PositiveTail 9b	-44.0	-56.0	-22.0	3.17812678810146	
PositiveTail 9c	-46.0	-68.0	-10.0	3.17812678810146	
PositiveTail 10	-28.0	6.0	56.0	3.6698553258596194	2320
PositiveTail 10a	-34.0	-2.0	50.0	3.17812678810146	
PositiveTail 10b	-32.0	6.0	56.0	3.17812678810146	
PositiveTail 10c	-28.0	8.0	48.0	2.66729114317626	
PositiveTail 11	-26.0	-70.0	48.0	3.6698553258596194	344
PositiveTail 12	20.0	-70.0	50.0	3.6698553258596194	1832
PositiveTail 12a	24.0	-60.0	54.0	3.17812678810146	
PositiveTail 12b	26.0	-66.0	46.0	2.66729114317626	
PositiveTail 12c	34.0	-56.0	48.0	2.66729114317626	
PositiveTail 13	34.0	-66.0	-30.0	2.66729114317626	336
PositiveTail 13a	36.0	-60.0	-36.0	2.1243637945657396	
PositiveTail 14	14.0	-64.0	54.0	2.66729114317626	112
PositiveTail 15	40.0	-54.0	44.0	2.66729114317626	1280
PositiveTail 15a	48.0	-46.0	46.0	2.66729114317626	
PositiveTail 15b	38.0	-44.0	46.0	2.1243637945657396	
PositiveTail 15c	44.0	-54.0	50.0	2.1243637945657396	
PositiveTail 16	-20.0	-74.0	50.0	2.66729114317626	360
PositiveTail 16a	-22.0	-66.0	48.0	2.1243637945657396	
PositiveTail 16b	-14.0	-70.0	54.0	2.1243637945657396	
PositiveTail 17	10.0	-62.0	48.0	2.1243637945657396	80
PositiveTail 18	-16.0	-78.0	44.0	2.1243637945657396	96
PositiveTail 19	-30.0	-76.0	40.0	2.1243637945657396	96
PositiveTail 20	12.0	-70.0	48.0	2.1243637945657396	120
PositiveTail 21	50.0	16.0	-12.0	2.1243637945657396	344
