Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	0.0	30.0	30.0	2.4392331655224004	1416
PositiveTail 1a	-4.0	36.0	24.0	1.8485100767689513	
PositiveTail 1b	-4.0	28.0	38.0	1.8485100767689513	
PositiveTail 1c	-2.0	40.0	26.0	1.8485100767689513	
PositiveTail 2	-44.0	-14.0	4.0	2.112001261162916	600
PositiveTail 2a	-42.0	-12.0	-4.0	2.112001261162916	
PositiveTail 2b	-40.0	-12.0	6.0	2.112001261162916	
PositiveTail 2c	-48.0	-10.0	-4.0	1.8485100767689513	
PositiveTail 3	-46.0	-6.0	-4.0	2.112001261162916	264
PositiveTail 4	0.0	46.0	-4.0	2.112001261162916	280
PositiveTail 5	26.0	4.0	-22.0	2.112001261162916	544
PositiveTail 6	42.0	-6.0	6.0	2.112001261162916	384
PositiveTail 6a	36.0	0.0	6.0	1.8485100767689513	
PositiveTail 6b	48.0	-4.0	4.0	1.8485100767689513	
PositiveTail 7	40.0	6.0	0.0	2.112001261162916	192
PositiveTail 8	-48.0	-10.0	48.0	1.8485100767689513	88
PositiveTail 9	-36.0	14.0	-4.0	1.8485100767689513	144
PositiveTail 10	6.0	46.0	6.0	1.8485100767689513	192
PositiveTail 11	44.0	16.0	26.0	1.8485100767689513	80
