Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-50.0	-60.0	26.0	8.53271922967979	67424
PositiveTail 1a	-48.0	-70.0	8.0	7.498801676509416	
PositiveTail 1b	-52.0	-52.0	20.0	7.314447251700074	
PositiveTail 1c	-48.0	-64.0	18.0	7.123763813620754	
PositiveTail 2	-2.0	-58.0	28.0	8.286216029019272	12680
PositiveTail 2a	0.0	-56.0	42.0	4.766846353631847	
PositiveTail 2b	0.0	-40.0	42.0	3.043356511007017	
PositiveTail 2c	8.0	-48.0	44.0	2.7783106996608895	
PositiveTail 3	54.0	-52.0	20.0	7.978728244246145	65416
PositiveTail 3a	58.0	-4.0	-10.0	7.314447251700074	
PositiveTail 3b	50.0	-54.0	20.0	7.314447251700074	
PositiveTail 3c	46.0	-70.0	-2.0	6.919900415884793	
PositiveTail 4	38.0	24.0	-6.0	7.498801676509416	30664
PositiveTail 4a	48.0	26.0	0.0	6.517350690972957	
PositiveTail 4b	54.0	30.0	8.0	6.098996736861204	
PositiveTail 4c	32.0	18.0	-2.0	6.098996736861204	
PositiveTail 5	-6.0	14.0	54.0	6.098996736861204	42904
PositiveTail 5a	-6.0	50.0	34.0	6.098996736861204	
PositiveTail 5b	-4.0	12.0	52.0	6.098996736861204	
PositiveTail 5c	-2.0	52.0	28.0	5.885678243119292	
PositiveTail 6	-46.0	-58.0	-20.0	4.766846353631847	4056
PositiveTail 6a	-42.0	-50.0	-20.0	4.052099472822874	
PositiveTail 6b	-34.0	-54.0	-14.0	2.5078954341241766	
PositiveTail 6c	-48.0	-62.0	-8.0	1.9601837034641076	
PositiveTail 7	-34.0	-2.0	56.0	4.052099472822874	5112
PositiveTail 7a	-24.0	-2.0	56.0	3.5553148342320116	
PositiveTail 7b	-30.0	-6.0	62.0	3.5553148342320116	
PositiveTail 7c	-34.0	2.0	54.0	3.5553148342320116	
PositiveTail 8	26.0	-6.0	-20.0	3.5553148342320116	2304
PositiveTail 8a	18.0	-2.0	-16.0	3.043356511007017	
PositiveTail 8b	22.0	-14.0	-12.0	1.9601837034641076	
PositiveTail 9	-2.0	-20.0	36.0	3.3018755950290912	2360
PositiveTail 9a	4.0	-14.0	44.0	3.043356511007017	
PositiveTail 9b	-8.0	-20.0	40.0	2.7783106996608895	
PositiveTail 9c	-4.0	-14.0	36.0	2.7783106996608895	
PositiveTail 10	-16.0	-94.0	2.0	3.043356511007017	400
PositiveTail 10a	-6.0	-90.0	2.0	2.235341353578835	
PositiveTail 11	-2.0	-82.0	-2.0	2.7783106996608895	408
PositiveTail 11a	-12.0	-78.0	-2.0	1.9601837034641076	
PositiveTail 11b	-4.0	-76.0	-2.0	1.9601837034641076	
PositiveTail 12	46.0	-56.0	42.0	2.7783106996608895	392
PositiveTail 13	-54.0	12.0	24.0	2.7783106996608895	1632
PositiveTail 13a	-48.0	4.0	32.0	2.7783106996608895	
PositiveTail 13b	-54.0	12.0	28.0	2.5078954341241766	
PositiveTail 13c	-42.0	6.0	40.0	2.5078954341241766	
PositiveTail 14	-8.0	-12.0	8.0	2.5078954341241766	160
PositiveTail 15	10.0	-86.0	20.0	2.5078954341241766	928
PositiveTail 15a	0.0	-90.0	18.0	2.235341353578835	
PositiveTail 15b	8.0	-90.0	28.0	2.235341353578835	
PositiveTail 15c	8.0	-80.0	26.0	1.6776005982179953	
PositiveTail 16	-38.0	52.0	6.0	2.235341353578835	136
PositiveTail 17	-40.0	12.0	30.0	2.235341353578835	96
PositiveTail 18	4.0	6.0	0.0	1.9601837034641076	200
PositiveTail 19	8.0	-58.0	54.0	1.9601837034641076	104
PositiveTail 20	28.0	-78.0	-28.0	1.9601837034641076	96
PositiveTail 21	-12.0	-86.0	10.0	1.9601837034641076	96
