pmid,table_id,table_label,x,y,z,p_value,region,size,statistic,groups
21691942,2,Table 2,16.0,54.0,0.0,,,,,Users vs controls
21691942,2,Table 2,34.0,42.0,-6.0,,,,,Users vs controls
21691942,2,Table 2,16.0,48.0,18.0,,,,,Users vs controls
21691942,2,Table 2,14.0,-4.0,-12.0,,,,,Users vs controls
21691942,2,Table 2,-38.0,12.0,12.0,,,,,Users vs abstainers
21691942,2,Table 2,-34.0,44.0,-4.0,,,,,Users vs abstainers
21691942,2,Table 2,36.0,42.0,-6.0,,,,,Users vs abstainers
21691942,2,Table 2,-16.0,52.0,14.0,,,,,Users vs abstainers
21691942,2,Table 2,10.0,42.0,36.0,,,,,Users vs abstainers
