,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.8265829870684486,0.6953928909558053,0.43051702603069575,0.26106825146894375,0.4661880725991758,0.25528590354739134
alcohol,0.6239121133718283,0.8900621854893591,0.14367429310862348,0.10514463388511075,0.2004786694350032,0.098186712885764
nicotine,0.42298321038090797,0.15039032704535976,0.7590857332133027,0.08184564597149553,0.19740894444560217,0.06788548198294259
opioids,0.2997991568317536,0.11922620149018769,0.1065956566692401,0.8259240851409165,0.16027421664221314,0.07369258549538689
stimulants,0.4653826533987367,0.23442349239077784,0.20146912079455706,0.10461003724260534,0.7051910531461381,0.14561386072986918
cannabis,0.2963322752568386,0.1647065933953373,0.09101071369888397,0.056198500999351884,0.11358795233441807,0.7882375005465169
all_analyses,0.7591056377706695,0.5949518204744428,0.4245327527589144,0.2460865993129334,0.49764082918014424,0.24107784724036002
all_studies,0.753431535028587,0.5907770964777143,0.4262655910787596,0.2465616956189921,0.4977675327275947,0.24857331614322767
all_abstract,0.7590001277769245,0.5951773911900435,0.4228866975816276,0.2488969410613503,0.5001655895718821,0.2421467208124232
