,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.5741367637102234,0.3379925368414395,0.20264262780933565,0.0076045627376425855,0.27126384290444117,0.008535525171895993
alcohol,0.42731617080314477,0.6715358931552587,0.01885846122981242,0.0,0.0885661146045523,0.0
nicotine,0.15616858237547893,0.007039337474120083,0.5843703334992534,0.002672209026128266,0.04081991730447788,0.0
opioids,0.03571428571428571,0.010317157050057318,0.07011923829862965,0.2510822510822511,0.022187004754358162,0.0
stimulants,0.09960065774019262,0.01639344262295082,0.002178253766563805,0.0,0.2921973356755965,0.0
cannabis,0.109963861641714,0.17072051399724644,0.0,0.0,0.0013190436933223414,0.2816666666666667
all_analyses,0.5311638892533789,0.28400269996625044,0.19285772656696903,0.008512544802867384,0.2950070064164024,0.001840349666436623
all_studies,0.5162969389019705,0.2734546595544399,0.18640067006776823,0.008754071661237785,0.2897267381528883,0.0016684045881126173
all_abstract,0.5299290041034326,0.28437682855471036,0.19144800777453838,0.00840800973559022,0.29261155815654716,0.0018171493469619534
