,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.6586454982871536,0.5290274339933607,0.405670315853993,0.22308644516357795,0.3896381109620138,0.18488924439268747
alcohol,0.6401925345346566,0.9102085376652416,0.14230041679304223,0.11045954859862163,0.19933401490126781,0.10779095633785045
nicotine,0.23376880133968006,0.1024939713991608,0.474816222438862,0.06809821761786485,0.08679016029117252,0.03327527705397369
opioids,0.2997991568317536,0.11922620149018769,0.1065956566692401,0.8259240851409165,0.16027421664221314,0.07369258549538689
stimulants,0.41139339133534275,0.18535655543980933,0.1429794263201712,0.10141910221165232,0.6750105533709244,0.12223048065392994
cannabis,0.29239636428556465,0.10603906163989606,0.08741541423729716,0.06669573746250612,0.13080875536804806,0.9328694402519866
all_analyses,0.597841074259705,0.45012110198421446,0.4034310497963515,0.18624323402218865,0.4222089846804854,0.19091914802085136
all_studies,0.5958003097638922,0.4486191514664328,0.40332718264240025,0.186228819382973,0.42165897661235424,0.19664413060657027
all_abstract,0.5976233472457283,0.450155503031138,0.4022070487085012,0.1873420202042755,0.4229112452187889,0.19153653138527107
