run,manual_name,auto_name,dice,pearson_r
v1-allstudies,all,dementia_all,0.20525946704067322,0.4301555713262375
v1-allstudies,decrease,dementia_decreasing_activity,0.07677046493573708,0.32223489037416436
v1-allstudies,functional,functional,0.030854785182527582,0.17382177867700738
v1-allstudies,structural,structural,0.13616973506960037,0.41837333358654594
v2-allstudies,all,dementia_all,0.3993056894889103,0.6363741716349025
v2-allstudies,decrease,dementia_decreasing_activity,0.4483542091465191,0.664374896007823
v2-allstudies,functional,functional,0.3695419520547945,0.5217982336603562
v2-allstudies,structural,structural,0.31334149326805383,0.5800799768961243
v3-allstudies,all,dementia_all,0.4359830097087379,0.6705665589143546
v3-allstudies,decrease,dementia_decreasing_activity,0.41938674579624136,0.6521337522855517
v3-allstudies,functional,functional,0.2886959425613625,0.5641754142467853
v3-allstudies,structural,structural,0.3274775928297055,0.5850701313766952
v4-allstudies,all,dementia_all,0.5035627962457231,0.7051852144506566
v4-allstudies,decrease,dementia_decreasing_activity,0.44453415870452606,0.658117027445713
v4-allstudies,functional,functional,0.1884272997032641,0.5359816340053922
v4-allstudies,structural,structural,0.35983542755476483,0.6578474594895432
v5-allstudies,all,dementia_all,0.45316871426833716,0.6660163442798628
v5-allstudies,decrease,dementia_decreasing_activity,0.39977131422854284,0.6445032411430837
v5-allstudies,functional,functional,0.13735616562471686,0.48517263489616713
v5-allstudies,structural,structural,0.32489300998573467,0.6365543418786629
