pmid,priority,is_gold,in_included_set,type,reported_by,existing_path
20938177,2,False,True,unavailable,v5-allstudies,
21252550,2,False,True,unavailable,v3,
21592050,2,False,True,unavailable,v3,
22368970,2,False,True,unavailable,v3,
22986775,2,False,True,unavailable,v3;v5-allstudies,
23406695,2,False,True,unavailable,v3,
23455991,2,False,True,unavailable,v3;v5-allstudies,
23945233,2,False,True,unavailable,v3,
24569686,2,False,True,unavailable,v3,
25322925,2,False,True,unavailable,v3;v5-allstudies,
25520437,2,False,True,unavailable,v3,
26473985,2,False,True,unavailable,v3;v5-allstudies,
26653846,2,False,True,unavailable,v3;v5-allstudies,
26738361,2,False,True,unavailable,v3;v5-allstudies,
26890749,2,False,True,unavailable,v3,
26939631,2,False,True,unavailable,v3,
27157704,2,False,True,unavailable,v3,
27454622,2,False,True,unavailable,v3,
27567869,2,False,True,unavailable,v3,
29172002,2,False,True,unavailable,v3,
30040708,2,False,True,unavailable,v3,
32325519,2,False,True,unavailable,v3,
8693972,2,False,True,unavailable,v3,
8708683,2,False,True,unavailable,v3,
9152110,2,False,True,unavailable,v3,
9829574,2,False,True,unavailable,v3,
10050895,3,False,False,unavailable,v3,
10206162,3,False,False,unavailable,v3,
10223261,3,False,False,unavailable,v3,
10226314,3,False,False,unavailable,v3,
10325452,3,False,False,unavailable,v3,
10364643,3,False,False,unavailable,v3;v5-allstudies,
10374757,3,False,False,unavailable,v3,
10380153,3,False,False,unavailable,v3,
10412530,3,False,False,unavailable,v3,
10436338,3,False,False,unavailable,v3,
10436345,3,False,False,unavailable,v3;v5-allstudies,
10457954,3,False,False,unavailable,v3,
10520947,3,False,False,unavailable,v3,
10536924,3,False,False,unavailable,v3,
10553987,3,False,False,unavailable,v3,
10593699,3,False,False,unavailable,v3,
10604746,3,False,False,unavailable,v3,
10632099,3,False,False,unavailable,v3,
10651032,3,False,False,unavailable,v3,
10723172,3,False,False,unavailable,v3,
10727696,3,False,False,unavailable,v3,
10728188,3,False,False,unavailable,v3,
10765042,3,False,False,unavailable,v3;v5-allstudies,
10775534,3,False,False,unavailable,v3,
10795100,3,False,False,unavailable,v3,
10835938,3,False,False,unavailable,v3,
10940679,3,False,False,unavailable,v3;v5-allstudies,
10965365,3,False,False,unavailable,v3,
11032615,3,False,False,unavailable,v3,
11045680,3,False,False,unavailable,v3,
11059455,3,False,False,unavailable,v3,
11071507,3,False,False,unavailable,v3,
11074087,3,False,False,unavailable,v3,
11090722,3,False,False,unavailable,v3,
11103681,3,False,False,unavailable,v3,
11117541,3,False,False,unavailable,v3,
11132942,3,False,False,unavailable,v3,
11149700,3,False,False,unavailable,v3,
11160463,3,False,False,unavailable,v3,
11193177,3,False,False,unavailable,v3,
11209521,3,False,False,unavailable,v3,
11217688,3,False,False,unavailable,v3,
11288857,3,False,False,unavailable,v3,
11305868,3,False,False,unavailable,v3,
11320160,3,False,False,unavailable,v3,
11320162,3,False,False,unavailable,v3,
11486904,3,False,False,unavailable,v3,
11514641,3,False,False,unavailable,v3,
11563438,3,False,False,unavailable,v3,
11598311,3,False,False,unavailable,v3,
11606679,3,False,False,unavailable,v3,
11673158,3,False,False,unavailable,v3,
11712852,3,False,False,unavailable,v3,
11723259,3,False,False,unavailable,v3,
11790639,3,False,False,unavailable,v3,
11792404,3,False,False,unavailable,v3,
11827872,3,False,False,unavailable,v3,
11829209,3,False,False,unavailable,v3,
11834198,3,False,False,unavailable,v3,
11844889,3,False,False,unavailable,v3,
11851030,3,False,False,unavailable,v3,
11889239,3,False,False,unavailable,v3,
11890488,3,False,False,unavailable,v3,
11929581,3,False,False,unavailable,v3,
11939938,3,False,False,unavailable,v3,
11982486,3,False,False,unavailable,v3,
12022068,3,False,False,unavailable,v3,
12034784,3,False,False,unavailable,v3;v5-allstudies,
12043417,3,False,False,unavailable,v3,
12053127,3,False,False,unavailable,v3,
12080867,3,False,False,unavailable,v3,
12135962,3,False,False,unavailable,v3,
12146805,3,False,False,unavailable,v3,
12166102,3,False,False,unavailable,v3,
12169338,3,False,False,unavailable,v3,
12213640,3,False,False,unavailable,v3,
12223382,3,False,False,unavailable,v3,
12244085,3,False,False,unavailable,v3,
12390977,3,False,False,unavailable,v3,
12417387,3,False,False,unavailable,v3,
12451466,3,False,False,unavailable,v3,
12459517,3,False,False,unavailable,v3,
12476580,3,False,False,unavailable,v3,
12480092,3,False,False,unavailable,v3,
12553341,3,False,False,unavailable,v3,
12564772,3,False,False,unavailable,v3,
12593416,3,False,False,unavailable,v3,
12599119,3,False,False,unavailable,v3,
12604293,3,False,False,unavailable,v3,
12607227,3,False,False,unavailable,v3,
12682334,3,False,False,unavailable,v3,
12684997,3,False,False,unavailable,v3,
12716263,3,False,False,unavailable,v3,
12717671,3,False,False,unavailable,v3,
12732240,3,False,False,unavailable,v3,
12733681,3,False,False,unavailable,v3,
12734667,3,False,False,unavailable,v3,
12755036,3,False,False,unavailable,v3,
12768524,3,False,False,unavailable,v3,
12783250,3,False,False,unavailable,v3,
12796837,3,False,False,unavailable,v3,
12823502,3,False,False,unavailable,v3,
12844524,3,False,False,unavailable,v3,
12850516,3,False,False,unavailable,v3,
12876259,3,False,False,unavailable,v3,
12901777,3,False,False,unavailable,v3,
12910839,3,False,False,unavailable,v3,
12938127,3,False,False,unavailable,v3,
12955398,3,False,False,unavailable,v3,
12975292,3,False,False,unavailable,v3,
13130343,3,False,False,unavailable,v3,
13677801,3,False,False,unavailable,v3,
14509045,3,False,False,unavailable,v3,
14551697,3,False,False,unavailable,v3,
14560061,3,False,False,unavailable,v3,
14567169,3,False,False,unavailable,v3,
14568818,3,False,False,unavailable,v3,
14609583,3,False,False,unavailable,v3,
14639697,3,False,False,unavailable,v3,
14739838,3,False,False,unavailable,v3,
14746249,3,False,False,unavailable,v3,
14762593,3,False,False,unavailable,v3,
14991255,3,False,False,unavailable,v3,
15004322,3,False,False,unavailable,v3,
15023818,3,False,False,unavailable,v3,
15052786,3,False,False,unavailable,v3,
15072425,3,False,False,unavailable,v3,
15084793,3,False,False,unavailable,v3,
15122701,3,False,False,unavailable,v3,
15174536,3,False,False,unavailable,v3,
15178934,3,False,False,unavailable,v3,
15178938,3,False,False,unavailable,v3,
15178939,3,False,False,unavailable,v3,
15178944,3,False,False,unavailable,v3,
15178946,3,False,False,unavailable,v3;v5-allstudies,
15215218,3,False,False,unavailable,v3,
15252752,3,False,False,unavailable,v3,
15314128,3,False,False,unavailable,v3,
15324365,3,False,False,unavailable,v3,
15489396,3,False,False,unavailable,v3,
15505973,3,False,False,unavailable,v3,
15525284,3,False,False,unavailable,v3,
15551110,3,False,False,unavailable,v3,
15562429,3,False,False,unavailable,v3,
15615814,3,False,False,unavailable,v3,
15683953,3,False,False,unavailable,v3,
15689356,3,False,False,unavailable,v3,
15729883,3,False,False,unavailable,v3,
15739047,3,False,False,unavailable,v3,
15760630,3,False,False,unavailable,v3,
15774455,3,False,False,unavailable,v3,
15800453,3,False,False,unavailable,v3,
15822553,3,False,False,unavailable,v3,
15826996,3,False,False,unavailable,v3,
15841415,3,False,False,unavailable,v3,
15844669,3,False,False,unavailable,v3,
15875911,3,False,False,unavailable,v3,
15908747,3,False,False,unavailable,v3,
15930045,3,False,False,unavailable,v3,
15965697,3,False,False,unavailable,v3,
16021963,3,False,False,unavailable,v3,
16032689,3,False,False,unavailable,v3,
16041289,3,False,False,unavailable,v3,
16088140,3,False,False,unavailable,v3;v5-allstudies,
16180709,3,False,False,unavailable,v3,
16192724,3,False,False,unavailable,v3,
16193841,3,False,False,unavailable,v3,
16210224,3,False,False,unavailable,v3,
16240349,3,False,False,unavailable,v3,
16243219,3,False,False,unavailable,v3,
16249006,3,False,False,unavailable,v3,
16251138,3,False,False,unavailable,v3,
16252889,3,False,False,unavailable,v3,
16265841,3,False,False,unavailable,v3,
16273542,3,False,False,unavailable,v3,
16317254,3,False,False,unavailable,v3,
16319024,3,False,False,unavailable,v3,
16324238,3,False,False,unavailable,v3,
16328511,3,False,False,unavailable,v3,
16328530,3,False,False,unavailable,v3,
16363641,3,False,False,unavailable,v3,
16375198,3,False,False,unavailable,v3,
16406154,3,False,False,unavailable,v3,
16416468,3,False,False,unavailable,v3;v5-allstudies,
16477583,3,False,False,unavailable,v3;v5-allstudies,
16495328,3,False,False,unavailable,v3,
16510269,3,False,False,unavailable,v3,
16514368,3,False,False,unavailable,v3,
16613895,3,False,False,unavailable,v3,
16768752,3,False,False,unavailable,v3,
16771179,3,False,False,unavailable,v3,
16773268,3,False,False,unavailable,v3,
16845570,3,False,False,unavailable,v3,
16875340,3,False,False,unavailable,v3;v5-allstudies,
16938018,3,False,False,unavailable,v3,
16987245,3,False,False,unavailable,v3,
17003069,3,False,False,unavailable,v3,
17012932,3,False,False,unavailable,v3,
17030534,3,False,False,unavailable,v3,
17030535,3,False,False,unavailable,v3,
17030755,3,False,False,unavailable,v3,
17070455,3,False,False,unavailable,v3,
17080724,3,False,False,unavailable,v3,
17086416,3,False,False,unavailable,v3,
17088691,3,False,False,unavailable,v3,
17101834,3,False,False,unavailable,v3,
17117340,3,False,False,unavailable,v3,
17129187,3,False,False,unavailable,v3,
17172610,3,False,False,unavailable,v3,
17182396,3,False,False,unavailable,v3,
17195884,3,False,False,unavailable,v3,
17203597,3,False,False,unavailable,v3,
17239043,3,False,False,unavailable,v3,
17296841,3,False,False,unavailable,v3,
17347250,3,False,False,unavailable,v3,
17350290,3,False,False,unavailable,v3,
17353226,3,False,False,unavailable,v3,
17353375,3,False,False,unavailable,v3,
17356339,3,False,False,unavailable,v3,
17374952,3,False,False,unavailable,v3,
17380245,3,False,False,unavailable,v3,
17389003,3,False,False,unavailable,v3,
17415082,3,False,False,unavailable,v3,
17420404,3,False,False,unavailable,v3,
17439980,3,False,False,unavailable,v3,
17445286,3,False,False,unavailable,v3,
17478101,3,False,False,unavailable,v3,
17502554,3,False,False,unavailable,v3;v5-allstudies,
17522784,3,False,False,unavailable,v3,
17532571,3,False,False,unavailable,v3,
17541785,3,False,False,unavailable,v3,
17544447,3,False,False,unavailable,v3,
17545743,3,False,False,unavailable,v3,
17566965,3,False,False,unavailable,v3,
17615284,3,False,False,unavailable,v3,
17620879,3,False,False,unavailable,v3,
17659998,3,False,False,unavailable,v3,
17662005,3,False,False,unavailable,v3,
17846202,3,False,False,unavailable,v3,
17846768,3,False,False,unavailable,v3,
17851192,3,False,False,unavailable,v3,
17907600,3,False,False,unavailable,v3,
17928965,3,False,False,unavailable,v3,
17945154,3,False,False,unavailable,v3,
17962045,3,False,False,unavailable,v3,
17965995,3,False,False,unavailable,v3,
17971665,3,False,False,unavailable,v3,
17976961,3,False,False,unavailable,v3,
17988893,3,False,False,unavailable,v3,
18040118,3,False,False,unavailable,v3,
18066559,3,False,False,unavailable,v3,
18080129,3,False,False,unavailable,v3,
18166613,3,False,False,unavailable,v3,
18191617,3,False,False,unavailable,v3,
18207114,3,False,False,unavailable,v3,
18210807,3,False,False,unavailable,v3,
18261828,3,False,False,unavailable,v3,
18262206,3,False,False,unavailable,v3,
18307268,3,False,False,unavailable,v3,
18323753,3,False,False,unavailable,v3,
18379765,3,False,False,unavailable,v3,
18401022,3,False,False,unavailable,v3,
18405084,3,False,False,unavailable,v3,
18408365,3,False,False,unavailable,v3;v5-allstudies,
18412267,3,False,False,unavailable,v3,
18437637,3,False,False,unavailable,v3,
18445746,3,False,False,unavailable,v3,
18512758,3,False,False,unavailable,v3,
18593276,3,False,False,unavailable,v3;v5-allstudies,
18609334,3,False,False,unavailable,v3,
18690556,3,False,False,unavailable,v3,
18695590,3,False,False,unavailable,v3,
18706660,3,False,False,unavailable,v3,
18756086,3,False,False,unavailable,v3,
18771956,3,False,False,unavailable,v3,
18784377,3,False,False,unavailable,v3,
18800007,3,False,False,unavailable,v3,
18836134,3,False,False,unavailable,v3,
18843853,3,False,False,unavailable,v3,
18854867,3,False,False,unavailable,v3,
18937049,3,False,False,unavailable,v3,
18955688,3,False,False,unavailable,v3,
18971445,3,False,False,unavailable,v3,
18974647,3,False,False,unavailable,v3,
19013089,3,False,False,unavailable,v3,
19015486,3,False,False,unavailable,v3,
19020205,3,False,False,unavailable,v3,
19031322,3,False,False,unavailable,v3,
19064755,3,False,False,unavailable,v3,
19081458,3,False,False,unavailable,v3,
19139311,3,False,False,unavailable,v3,
19150502,3,False,False,unavailable,v3,
19150504,3,False,False,unavailable,v3,
19182474,3,False,False,unavailable,v3,
19198144,3,False,False,unavailable,v3,
19225235,3,False,False,unavailable,v3,
19228667,3,False,False,unavailable,v3,
19228848,3,False,False,unavailable,v3,
19260027,3,False,False,unavailable,v3,
19276543,3,False,False,unavailable,v3,
19285772,3,False,False,unavailable,v3,
19297506,3,False,False,unavailable,v3,
19323870,3,False,False,unavailable,v3,
19323967,3,False,False,unavailable,v3,
19324376,3,False,False,unavailable,v3,
19330195,3,False,False,unavailable,v3,
19339096,3,False,False,unavailable,v3,
19351220,3,False,False,unavailable,v3,
19414722,3,False,False,unavailable,v3,
19442496,3,False,False,unavailable,v3,
19472156,3,False,False,unavailable,v3,
19494431,3,False,False,unavailable,v3,
19568984,3,False,False,unavailable,v3,
19569130,3,False,False,unavailable,v3,
19571735,3,False,False,unavailable,v3,
19609911,3,False,False,unavailable,v3,
19629426,3,False,False,unavailable,v3,
19641318,3,False,False,unavailable,v3,
19651477,3,False,False,unavailable,v3,
19680143,3,False,False,unavailable,v3,
19702415,3,False,False,unavailable,v3,
19736599,3,False,False,unavailable,v3,
19759202,3,False,False,unavailable,v3,
19766248,3,False,False,unavailable,v3,
19800241,3,False,False,unavailable,v3,
19874902,3,False,False,unavailable,v3,
19875958,3,False,False,unavailable,v3,
19899565,3,False,False,unavailable,v3,
19899566,3,False,False,unavailable,v3,
19909307,3,False,False,unavailable,v3,
19922388,3,False,False,unavailable,v3,
19938680,3,False,False,unavailable,v3,
19938682,3,False,False,unavailable,v3,
19938683,3,False,False,unavailable,v3,
19938684,3,False,False,unavailable,v3,
19967597,3,False,False,unavailable,v3,
20003584,3,False,False,unavailable,v3,
20026458,3,False,False,unavailable,v3,
20034661,3,False,False,unavailable,v3,
20061230,3,False,False,unavailable,v3,
20083207,3,False,False,unavailable,v3,
20087893,3,False,False,unavailable,v3,
20133780,3,False,False,unavailable,v3,
20146921,3,False,False,unavailable,v3,
20158954,3,False,False,unavailable,v3,
20173686,3,False,False,unavailable,v3,
20177696,3,False,False,unavailable,v3,
20182057,3,False,False,unavailable,v3;v5-allstudies,
20183015,3,False,False,unavailable,v3,
20190005,3,False,False,unavailable,v3,
20196488,3,False,False,unavailable,v3,
20212429,3,False,False,unavailable,v3,
20308780,3,False,False,unavailable,v3,
20335036,3,False,False,unavailable,v3,
20360166,3,False,False,unavailable,v3,
20393800,3,False,False,unavailable,v3,
20404309,3,False,False,unavailable,v3,
20408734,3,False,False,unavailable,v3,
20440289,3,False,False,unavailable,v3,
20452812,3,False,False,unavailable,v3,
20496755,3,False,False,unavailable,v3,
20542982,3,False,False,unavailable,v3,
20548124,3,False,False,unavailable,v3,
20558417,3,False,False,unavailable,v3,
20562756,3,False,False,unavailable,v3,
20660866,3,False,False,unavailable,v3,
20673934,3,False,False,unavailable,v3,
20674934,3,False,False,unavailable,v3,
20683185,3,False,False,unavailable,v3,
20683187,3,False,False,unavailable,v3,
20697052,3,False,False,unavailable,v3,
20713947,3,False,False,unavailable,v3,
20849398,3,False,False,unavailable,v3,
20879247,3,False,False,unavailable,v3,
20934811,3,False,False,unavailable,v3,
20938027,3,False,False,unavailable,v3,
20947212,3,False,False,unavailable,v3,
20960930,3,False,False,unavailable,v3,
20965516,3,False,False,unavailable,v3,
20971753,3,False,False,unavailable,v3,
21042206,3,False,False,unavailable,v3,
21084313,3,False,False,unavailable,v3,
21090900,3,False,False,unavailable,v3,
21096481,3,False,False,unavailable,v3,
21121521,3,False,False,unavailable,v3,
21147389,3,False,False,unavailable,v3,
21149812,3,False,False,unavailable,v3,
21153383,3,False,False,unavailable,v3,
21188308,3,False,False,unavailable,v3,
21237621,3,False,False,unavailable,v3,
21239854,3,False,False,unavailable,v3;v5-allstudies,
21258152,3,False,False,unavailable,v3,
21277879,3,False,False,unavailable,v3,
21295377,3,False,False,unavailable,v3,
21298310,3,False,False,unavailable,v3,
21315437,3,False,False,unavailable,v3,
21320991,3,False,False,unavailable,v3,
21396632,3,False,False,unavailable,v3,
21397539,3,False,False,unavailable,v3,
21412659,3,False,False,unavailable,v3,
21430171,3,False,False,unavailable,v3,
21479482,3,False,False,unavailable,v3;v5-allstudies,
21502759,3,False,False,unavailable,v3,
21530559,3,False,False,unavailable,v3,
21555336,3,False,False,unavailable,v3,
21625137,3,False,False,unavailable,v3,
21640841,3,False,False,unavailable,v3,
21641004,3,False,False,unavailable,v3,
21646331,3,False,False,unavailable,v3,
21675596,3,False,False,unavailable,v3,
21677378,3,False,False,unavailable,v3,
21696410,3,False,False,unavailable,v3,
21729418,3,False,False,unavailable,v3,
21762843,3,False,False,unavailable,v3,
21764791,3,False,False,unavailable,v3;v5-allstudies,
21778116,3,False,False,unavailable,v3,
21783023,3,False,False,unavailable,v3,
21822699,3,False,False,unavailable,v3,
21823158,3,False,False,unavailable,v3,
21842406,3,False,False,unavailable,v3,
21857031,3,False,False,unavailable,v3,
21881402,3,False,False,unavailable,v3,
21891869,3,False,False,unavailable,v3,
21905095,3,False,False,unavailable,v3,
21911696,3,False,False,unavailable,v3,
21939679,3,False,False,unavailable,v3,
21946269,3,False,False,unavailable,v3,
21971454,3,False,False,unavailable,v3,
21978320,3,False,False,unavailable,v3,
21986680,3,False,False,unavailable,v3,
21987568,3,False,False,unavailable,v3,
21991849,3,False,False,unavailable,v3,
22005989,3,False,False,unavailable,v3,
22008265,3,False,False,unavailable,v3;v5-allstudies,
22009274,3,False,False,unavailable,v3,
22037958,3,False,False,unavailable,v3,
22045516,3,False,False,unavailable,v3,
22048958,3,False,False,unavailable,v3,
22051030,3,False,False,unavailable,v3,
22054629,3,False,False,unavailable,v3,
22060063,3,False,False,unavailable,v3,
22067221,3,False,False,unavailable,v3,
22143952,3,False,False,unavailable,v3,
22155259,3,False,False,unavailable,v3,
22189451,3,False,False,unavailable,v3,
22244088,3,False,False,unavailable,v3,
22286950,3,False,False,unavailable,v3,
22300873,3,False,False,unavailable,v3,
22329857,3,False,False,unavailable,v3,
22344582,3,False,False,unavailable,v3,
22345371,3,False,False,unavailable,v3,
22361167,3,False,False,unavailable,v3,
22366770,3,False,False,unavailable,v3,
22367382,3,False,False,unavailable,v3,
22383132,3,False,False,unavailable,v3,
22406442,3,False,False,unavailable,v3,
22414571,3,False,False,unavailable,v3,
22422381,3,False,False,unavailable,v3,
22445347,3,False,False,unavailable,v3,
22482446,3,False,False,unavailable,v3,
22484307,3,False,False,unavailable,v3,
22503458,3,False,False,unavailable,v3,
22516080,3,False,False,unavailable,v3,
22519463,3,False,False,unavailable,v3,
22552897,3,False,False,unavailable,v3,
22579645,3,False,False,unavailable,v3,
22608240,3,False,False,unavailable,v3,
22614246,3,False,False,unavailable,v3,
22642502,3,False,False,unavailable,v3,
22647478,3,False,False,unavailable,v3,
22670877,3,False,False,unavailable,v3,
22673113,3,False,False,unavailable,v3,
22674572,3,False,False,unavailable,v3,
22699847,3,False,False,unavailable,v3,
22710919,3,False,False,unavailable,v3,
22722668,3,False,False,unavailable,v3,
22728617,3,False,False,unavailable,v3,
22731907,3,False,False,unavailable,v3,
22743119,3,False,False,unavailable,v3,
22766739,3,False,False,unavailable,v3,
22850123,3,False,False,unavailable,v3,
22868886,3,False,False,unavailable,v3,
22889797,3,False,False,unavailable,v3,
22892309,3,False,False,unavailable,v3,
22903128,3,False,False,unavailable,v3,
22928231,3,False,False,unavailable,v3,
22932755,3,False,False,unavailable,v3,
22933816,3,False,False,unavailable,v3,
22947919,3,False,False,unavailable,v3,
22989901,3,False,False,unavailable,v3,
22992154,3,False,False,unavailable,v3,
23033449,3,False,False,unavailable,v3,
23117721,3,False,False,unavailable,v3,
23149027,3,False,False,unavailable,v3,
23157846,3,False,False,unavailable,v3,
23165972,3,False,False,unavailable,v3,
23199140,3,False,False,unavailable,v3,
23208196,3,False,False,unavailable,v3,
23229103,3,False,False,unavailable,v3,
23237858,3,False,False,unavailable,v3,
23306166,3,False,False,unavailable,v3,
23390180,3,False,False,unavailable,v3,
23403263,3,False,False,unavailable,v3,
23475817,3,False,False,unavailable,v3,
23489366,3,False,False,unavailable,v3,
23507382,3,False,False,unavailable,v3,
23527654,3,False,False,unavailable,v3,
23542864,3,False,False,unavailable,v3;v5-allstudies,
23572495,3,False,False,unavailable,v3,
23575995,3,False,False,unavailable,v3,
23579325,3,False,False,unavailable,v3,
23586325,3,False,False,unavailable,v3,
23587169,3,False,False,unavailable,v3,
23591639,3,False,False,unavailable,v3,
23611351,3,False,False,unavailable,v3,
23672654,3,False,False,unavailable,v3,
23686576,3,False,False,unavailable,v3,
23729473,3,False,False,unavailable,v3,
23782825,3,False,False,unavailable,v3,
23784725,3,False,False,unavailable,v3,
23794681,3,False,False,unavailable,v3,
23796527,3,False,False,unavailable,v3,
23813535,3,False,False,unavailable,v3,
23855491,3,False,False,unavailable,v3,
23860029,3,False,False,unavailable,v3,
23867350,3,False,False,unavailable,v3,
23876449,3,False,False,unavailable,v3,
23887281,3,False,False,unavailable,v3,
23924172,3,False,False,unavailable,v3,
23954715,3,False,False,unavailable,v3,
23957226,3,False,False,unavailable,v3,
23962495,3,False,False,unavailable,v3,
23986300,3,False,False,unavailable,v3,
23992619,3,False,False,unavailable,v3,
24005336,3,False,False,unavailable,v3,
24039027,3,False,False,unavailable,v3,
24042580,3,False,False,unavailable,v3,
24047381,3,False,False,unavailable,v3,
24056533,3,False,False,unavailable,v3,
24059444,3,False,False,unavailable,v3,
24068551,3,False,False,unavailable,v3,
24077574,3,False,False,unavailable,v3,
24094712,3,False,False,unavailable,v3,
24113470,3,False,False,unavailable,v3,
24122788,3,False,False,unavailable,v3,
24123413,3,False,False,unavailable,v3,
24145484,3,False,False,unavailable,v3,
24217279,3,False,False,unavailable,v3,
24234359,3,False,False,unavailable,v3,
24256898,3,False,False,unavailable,v3,
24289467,3,False,False,unavailable,v3,
24300238,3,False,False,unavailable,v3,
24329034,3,False,False,unavailable,v3,
24343258,3,False,False,unavailable,v3,
24378604,3,False,False,unavailable,v3,
24385135,3,False,False,unavailable,v3,
24404822,3,False,False,unavailable,v3,
24413622,3,False,False,unavailable,v3,
24445987,3,False,False,unavailable,v3,
24470336,3,False,False,unavailable,v3,
24503555,3,False,False,unavailable,v3,
24503614,3,False,False,unavailable,v3,
24514874,3,False,False,unavailable,v3,
24531155,3,False,False,unavailable,v3,
24531157,3,False,False,unavailable,v3,
24534360,3,False,False,unavailable,v3,
24550543,3,False,False,unavailable,v3,
24570279,3,False,False,unavailable,v3,
24577455,3,False,False,unavailable,v3;v5-allstudies,
24577466,3,False,False,unavailable,v3,
24592963,3,False,False,unavailable,v3,
24606031,3,False,False,unavailable,v3,
24650064,3,False,False,unavailable,v3,
24676439,3,False,False,unavailable,v3,
24685291,3,False,False,unavailable,v3,
24698410,3,False,False,unavailable,v3,
24731779,3,False,False,unavailable,v3,
24733620,3,False,False,unavailable,v3,
24745891,3,False,False,unavailable,v3,
24760339,3,False,False,unavailable,v3,
24762944,3,False,False,unavailable,v3,
24763126,3,False,False,unavailable,v3,
24779634,3,False,False,unavailable,v3,
24780899,3,False,False,unavailable,v3,
24824204,3,False,False,unavailable,v3,
24831931,3,False,False,unavailable,v3,
24893591,3,False,False,unavailable,v3,
24910390,3,False,False,unavailable,v3,
24927705,3,False,False,unavailable,v3,
24928930,3,False,False,unavailable,v3,
24978633,3,False,False,unavailable,v3,
24996793,3,False,False,unavailable,v3,
25002573,3,False,False,unavailable,v3,
25004891,3,False,False,unavailable,v3,
25024321,3,False,False,unavailable,v3,
25024335,3,False,False,unavailable,v3,
25069435,3,False,False,unavailable,v3,
25129206,3,False,False,unavailable,v3,
25140560,3,False,False,unavailable,v3,
25171901,3,False,False,unavailable,v3,
25182743,3,False,False,unavailable,v3,
25261445,3,False,False,unavailable,v3,
25287597,3,False,False,unavailable,v3,
25298199,3,False,False,unavailable,v3,
25317628,3,False,False,unavailable,v3,
25320782,3,False,False,unavailable,v3,
25323700,3,False,False,unavailable,v3,
25358680,3,False,False,unavailable,v3,
25362525,3,False,False,unavailable,v3,
25373846,3,False,False,unavailable,v3,
25377694,3,False,False,unavailable,v3,
25391316,3,False,False,unavailable,v3,
25449529,3,False,False,unavailable,v3,
25482157,3,False,False,unavailable,v3,
25531687,3,False,False,unavailable,v3,
25536905,3,False,False,unavailable,v3,
25539040,3,False,False,unavailable,v3,
25572411,3,False,False,unavailable,v3,
25573776,3,False,False,unavailable,v3,
25574747,3,False,False,unavailable,v3,
25574752,3,False,False,unavailable,v3,
25582679,3,False,False,unavailable,v3,
25618904,3,False,False,unavailable,v3,
25629415,3,False,False,unavailable,v3,
25646866,3,False,False,unavailable,v3,
25654501,3,False,False,unavailable,v3,
25655625,3,False,False,unavailable,v3;v5-allstudies,
