pmid,priority,is_gold,in_included_set,type,reported_by,existing_path
15084791,1,True,True,unavailable,v3;v3-annotation-only;v5-allstudies,
16534207,1,True,True,unavailable,v3;v3-annotation-only;v5-allstudies,
25511791,1,True,True,unavailable,v3;v3-annotation-only;v5-allstudies,
26859768,1,True,True,unavailable,v3;v3-annotation-only;v5-allstudies,
11998736,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/11998736.html
15536300,2,False,True,incomplete,v3;v5-allstudies,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/15536300.html
16179666,2,False,True,incomplete,v5-allstudies,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/16179666.html
18166607,2,False,True,incomplete,v3;v5-allstudies,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/18166607.html
20352396,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/20352396.html
22009019,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/22009019.html
22425723,2,False,True,incomplete,v3;v5-allstudies,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/22425723.html
27707194,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/27707194.html
31105553,2,False,True,incomplete,v3;v5-allstudies,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/31105553.html
32410545,2,False,True,incomplete,v3,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Current medical imaging/32410545.html
10417247,2,False,True,unavailable,v3;v5-allstudies,
10940680,2,False,True,unavailable,v3;v5-allstudies,
11032614,2,False,True,unavailable,v3,
12080488,2,False,True,unavailable,v3,
14716732,2,False,True,unavailable,v3,
15178942,2,False,True,unavailable,v3;v5-allstudies,
15178945,2,False,True,unavailable,v3,
15570509,2,False,True,unavailable,v3,
15722899,2,False,True,unavailable,v3,
16237363,2,False,True,unavailable,v3;v5-allstudies,
16340203,2,False,True,unavailable,v3,
16534206,2,False,True,unavailable,v3;v5-allstudies,
16908994,2,False,True,unavailable,v3;v5-allstudies,
16914925,2,False,True,unavailable,v3;v5-allstudies,
17099602,2,False,True,unavailable,v3,
17381257,2,False,True,unavailable,v3;v5-allstudies,
17479980,2,False,True,unavailable,v3;v5-allstudies,
18044582,2,False,True,unavailable,v3,
18176077,2,False,True,unavailable,v3,
18617738,2,False,True,unavailable,v3;v5-allstudies,
18802798,2,False,True,unavailable,v3,
19163793,2,False,True,unavailable,v3,
19202337,2,False,True,unavailable,v3,
19236162,2,False,True,unavailable,v5-allstudies,
20539026,2,False,True,unavailable,v3,
