project,manual_annotation,arm,autonima_run,auto_column,broad_arm,dice,pearson_r,r2,studies,points,voxels
vbm_of_ptsd,nonptsdgtptsd_merged,autonima,v1,decreased_gm,nonptsdgtptsd_merged:all_analyses,0.1109,0.7801,0.6085,7,72,902629
vbm_of_ptsd,nonptsdgtptsd_merged,baseline_sub,v1,decreased_gm,nonptsdgtptsd_merged:all_analyses,0.325,0.5497,0.3022,29,386,902629
vbm_of_ptsd,nonptsdgtptsd_merged,baseline_broad,v1,decreased_gm,nonptsdgtptsd_merged:all_analyses,0.325,0.5497,0.3022,29,386,902629
