Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	38.0	20.0	-6.0	7.79846518344783	11616
PositiveTail 1a	48.0	22.0	-6.0	5.258017243665016	
PositiveTail 1b	26.0	20.0	-8.0	4.503512995967479	
PositiveTail 1c	54.0	26.0	2.0	3.0677542607859705	
PositiveTail 2	-2.0	52.0	2.0	6.859251014534672	73048
PositiveTail 2a	-40.0	24.0	-8.0	6.859251014534672	
PositiveTail 2b	-4.0	18.0	52.0	6.628530555633232	
PositiveTail 2c	-42.0	20.0	-8.0	6.401499308300715	
PositiveTail 3	-6.0	-54.0	34.0	5.927691356285339	8232
PositiveTail 3a	-2.0	-58.0	22.0	4.231364415209092	
PositiveTail 3b	-8.0	-50.0	24.0	3.9544563722223462	
PositiveTail 3c	0.0	-54.0	44.0	3.6617398073818457	
PositiveTail 4	-48.0	-60.0	28.0	5.486795389471576	16456
PositiveTail 4a	-42.0	-36.0	52.0	4.503512995967479	
PositiveTail 4b	-46.0	-58.0	20.0	4.231364415209092	
PositiveTail 4c	-48.0	-56.0	38.0	3.9544563722223462	
PositiveTail 5	54.0	-30.0	0.0	5.011398460511063	19552
PositiveTail 5a	58.0	-38.0	24.0	4.503512995967479	
PositiveTail 5b	52.0	-68.0	4.0	4.231364415209092	
PositiveTail 5c	54.0	-46.0	16.0	4.231364415209092	
PositiveTail 6	-6.0	10.0	0.0	3.6617398073818457	9096
PositiveTail 6a	8.0	6.0	0.0	3.6617398073818457	
PositiveTail 6b	-8.0	10.0	4.0	3.6617398073818457	
PositiveTail 6c	-18.0	8.0	6.0	3.3672519060914965	
PositiveTail 7	22.0	-4.0	56.0	3.3672519060914965	1216
PositiveTail 8	-60.0	-26.0	-6.0	3.0677542607859705	2896
PositiveTail 8a	-58.0	-22.0	4.0	2.765369567226802	
PositiveTail 8b	-58.0	-38.0	4.0	2.765369567226802	
PositiveTail 8c	-56.0	-24.0	2.0	2.765369567226802	
PositiveTail 9	46.0	-52.0	42.0	2.765369567226802	296
PositiveTail 10	-48.0	-60.0	-10.0	2.765369567226802	528
PositiveTail 10a	-46.0	-60.0	-18.0	2.460436853006598	
PositiveTail 10b	-44.0	-56.0	-10.0	2.1476901838504254	
PositiveTail 10c	-52.0	-54.0	-8.0	1.83150114843207	
PositiveTail 11	-24.0	-54.0	-18.0	2.460436853006598	528
PositiveTail 12	-50.0	6.0	-24.0	2.460436853006598	360
PositiveTail 12a	-44.0	10.0	-30.0	1.83150114843207	
PositiveTail 13	-2.0	-86.0	-2.0	2.460436853006598	704
PositiveTail 13a	-4.0	-78.0	0.0	2.1476901838504254	
PositiveTail 13b	-4.0	-92.0	4.0	1.83150114843207	
PositiveTail 14	-58.0	-4.0	-12.0	2.460436853006598	96
PositiveTail 15	-32.0	-52.0	50.0	2.460436853006598	176
PositiveTail 16	-40.0	38.0	14.0	2.1476901838504254	80
PositiveTail 17	-24.0	-60.0	54.0	2.1476901838504254	176
PositiveTail 18	-54.0	-48.0	34.0	2.1476901838504254	128
PositiveTail 19	-38.0	50.0	6.0	2.1476901838504254	152
