,global_calculationandvisuospatialandword_mni_final,calculation_mni_final,wordproblems_mni_final,visuospatialreasoning_mni_final,demand_mni_final
domain_general_problem_solving,0.905122091476094,0.8432555757374649,0.7523368422428314,0.612709159910453,0.7936633596140888
mathematical_problem_solving,0.8489973790427712,0.85251662299274,0.662950339930568,0.5256881205234712,0.7300239440712847
verbal_problem_solving,0.7982507510512,0.7122106498645454,0.758944719558952,0.5065797905378403,0.704042247633046
visuospatial_problem_solving,0.7814773248504896,0.7011877503150471,0.6095066551209062,0.6283910659859019,0.7204440724453248
logical_reasoning,0.8398960677187982,0.766182254900539,0.7020902924704705,0.5873193928516481,0.7913678126460325
all_analyses,0.9042978519906668,0.8443222285794121,0.7525806966324452,0.6153395521149466,0.779962583641309
all_studies,0.8784928319871123,0.8194345242979656,0.746685791274499,0.5953733827719713,0.7598816949020657
all_abstract,0.9054080292796677,0.8486251755267441,0.7544463711168223,0.6128728615219369,0.7811778597449384
