,affiliation_merged,self_merged,others_merged,soccomm_merged,all_merged
affiliation_attachment,0.6067721366308705,0.5344294031732024,0.5795214823491337,0.4977144666884804,0.6319293483143713
perception_self,0.42367057706108524,0.6161160918197663,0.5656287418953716,0.4466524192422147,0.6224712658227681
perception_others,0.5749830561794856,0.6218496103000717,0.8530798087412701,0.7392324454057092,0.8996822589523051
social_communication,0.5631619716483524,0.6107546296979128,0.7432451702515354,0.8241975296870876,0.8500462695204365
social_processing_all,0.5994492527876776,0.6936855039705047,0.8702172229845563,0.7401286647828927,0.9303010750758204
all_analyses,0.5846379553320115,0.6875782560164295,0.8598148560528591,0.736772829559625,0.9282355763942388
all_studies,0.5846379553320115,0.6875782560164295,0.8598148560528591,0.736772829559625,0.9282355763942388
all_abstract,0.5846379553320115,0.6875782560164295,0.8598148560528591,0.736772829559625,0.9282355763942388
