run,manual_name,auto_name,dice,pearson_r
v1-annotation-only,affiliation_merged,affiliation_attachment,0.42318731473203786,0.6514511782628832
v1-annotation-only-gpt5,affiliation_merged,affiliation_attachment,0.3075019794140934,0.498870916981274
v1-annotation-only-lc,affiliation_merged,affiliation_attachment,0.3300704776820673,0.5283797245501238
v2-annotation-only,affiliation_merged,affiliation_attachment,0.37636126034557865,0.6067721366308705
v3-annotation-only,affiliation_merged,affiliation_attachment,0.2643408635973692,0.46777713526682463
v1-annotation-only,self_merged,perception_self,0.4138822226324534,0.5905394981443017
v1-annotation-only-gpt5,self_merged,perception_self,0.3562976597423087,0.5639770039521788
v1-annotation-only-lc,self_merged,perception_self,0.33664915614172347,0.5190443782261563
v2-annotation-only,self_merged,perception_self,0.42973984164273904,0.6161160918197663
v3-annotation-only,self_merged,perception_self,0.37048514639880314,0.5774447584237424
v1-annotation-only,others_merged,perception_others,0.6275984579333282,0.8483895086933119
v1-annotation-only-gpt5,others_merged,perception_others,0.5267381594974803,0.738171840364994
v1-annotation-only-lc,others_merged,perception_others,0.6038149436189272,0.8101852373769528
v2-annotation-only,others_merged,perception_others,0.6382612101037791,0.8530798087412701
v3-annotation-only,others_merged,perception_others,0.64046057487505,0.839819828762049
v1-annotation-only,soccomm_merged,social_communication,0.606883069649027,0.8287471682086301
v1-annotation-only-gpt5,soccomm_merged,social_communication,0.5482488874146557,0.7669892877967285
v1-annotation-only-lc,soccomm_merged,social_communication,0.557158491692369,0.7688652347088091
v2-annotation-only,soccomm_merged,social_communication,0.587382070570633,0.8241975296870876
v3-annotation-only,soccomm_merged,social_communication,0.5108981729909289,0.7125363195702291
v1-annotation-only,all_merged,social_processing_all,0.7791232893639368,0.92288066896224
v1-annotation-only-gpt5,all_merged,social_processing_all,0.6776502363268062,0.8591783033655245
v1-annotation-only-lc,all_merged,social_processing_all,0.7721851562873203,0.9148334741912896
v2-annotation-only,all_merged,social_processing_all,0.7858276358135465,0.9303010750758204
v3-annotation-only,all_merged,social_processing_all,0.781337964903875,0.9268574761920512
