run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v1-annotation-only,8,5,0.4720150176623619,0.5701348708621566,0.6946050321379861,0.7684016044542734
v1-annotation-only-gpt5,8,5,0.43076821017387845,0.4832873844790688,0.6571658836099626,0.68543747049214
v1-annotation-only-lc,8,5,0.4426442149932914,0.5199756450844815,0.662541962768699,0.7082616098106664
v2-annotation-only,8,5,0.4713789325560878,0.5635144036952553,0.7007509705762095,0.766093328390963
v3-annotation-only,8,5,0.427932910545349,0.5135045445532052,0.650618679820733,0.7048871036429792
