run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v5-annotation-only,6,3,0.6221071915890416,0.7234613771207116,0.788685005837637,0.8756912063448561
