,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.898641073289118,0.7737671810955454,0.7911710408338107
drug_cue_reactivity,0.780437966347209,0.867572628856995,0.5100281951961518
natural_reward_cue_reactivity,0.8275514152568708,0.5914594038465728,0.8578463435620441
all_analyses,0.8890332974510531,0.7572183727857011,0.7902142845544068
all_studies,0.8890332974510531,0.7572183727857011,0.7902142845544068
all_abstract,0.8890332974510531,0.7572183727857011,0.7902142845544068
