run,manual_name,auto_name,dice,pearson_r
v3,all,pooled_executive_function,0.7644812779328735,0.9214831378108033
v3,working_memory,working_memory,0.7120134676225582,0.8915530422058598
v3,inhibition,inhibition,0.6175537676001857,0.8138976260484042
v3,flexibility,cognitive_flexibility,0.373430564362714,0.5788884375715994
