,all,working_memory,inhibition,flexibility
pooled_executive_function,0.9214831378108033,0.8870825254450948,0.8174189456633512,0.5977679171676757
working_memory,0.9134598285953368,0.8915530422058598,0.7900089450700797,0.588479818218982
inhibition,0.8383933940817918,0.7751696335815224,0.8138976260484042,0.524856285088087
cognitive_flexibility,0.7159601172765807,0.6812919077104633,0.6227632712991398,0.5788884375715994
all_analyses,0.9169064609680906,0.87739125281385,0.8231747542601489,0.5983726688035381
all_studies,0.9072501469669456,0.8620356566406777,0.8248051999961791,0.5884590191605331
all_abstract,0.9168351707831693,0.8757106221279491,0.8260595341479738,0.5972689220242979
