,all,working_memory,inhibition,flexibility
pooled_executive_function,0.7644812779328735,0.6819154008582522,0.5357083047880034,0.28806935266112416
working_memory,0.772220748209074,0.7120134676225582,0.5496028503252378,0.2997702392215164
inhibition,0.7009013930620049,0.633043887991384,0.6175537676001857,0.31755335491952447
cognitive_flexibility,0.5354544959820052,0.5226399194294288,0.47668140620037625,0.373430564362714
all_analyses,0.7389317337903456,0.6488716956802063,0.5149649147930688,0.27344176580571505
all_studies,0.6994566256792178,0.6079961172116727,0.48533369034071894,0.25178401886619095
all_abstract,0.735681723995027,0.6443877354740257,0.5135992940607165,0.27134126306105016
