,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.6108142114244649,0.5409612022515942,0.49229063409150325,0.43321837309332817,0.5625369609389413
perception_self,0.41222008253306863,0.5575748172529539,0.45920461336041757,0.3380509193808664,0.501577028108682
perception_others,0.5265571540573544,0.6026688723068783,0.8070100100196594,0.7374875830164852,0.8315980558844409
social_communication,0.48158073218604364,0.5261324672523442,0.6703399438891249,0.7699274800700966,0.7572155114025336
social_processing_all,0.6275867962973393,0.7016136077306241,0.854855988212066,0.7351956781427058,0.8867383111049325
all_analyses,0.6435147852840317,0.7122770492954607,0.8698856169398023,0.7660724982428522,0.9147961273016038
all_studies,0.6435147852840317,0.7122770492954607,0.8698856169398023,0.7660724982428522,0.9147961273016038
all_abstract,0.6435147852840317,0.7122770492954607,0.8698856169398023,0.7660724982428522,0.9147961273016038
