,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.6065025883026743,0.5025680929849309,0.5124283961261651,0.4490710006344442,0.5673120237493233
perception_self,0.43295720614176625,0.5814685778658589,0.5692460023711357,0.4665312235004198,0.603816505258529
perception_others,0.5978399575851434,0.6313166452251724,0.8434094874150149,0.7740353427810637,0.8775986810187664
social_communication,0.513095334008883,0.5651632521658382,0.6956083133612527,0.7794730968086006,0.7855510896616797
social_processing_all,0.6117207787111599,0.663927817320905,0.8523380633812656,0.7692713975189027,0.890698604868185
