,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.39236261785474774,0.3263552676440505,0.3116531165311653,0.25742180707028045,0.30973063727279365
perception_self,0.27522935779816515,0.4098498576236086,0.3557876089692788,0.3022927773925933,0.36547809118325353
perception_others,0.32142857142857145,0.39208525729936616,0.6496990791095643,0.5936063641720684,0.7287528966429273
social_communication,0.2915576366891613,0.36389256945758935,0.5399613737509447,0.5963400034205576,0.6192047991453576
social_processing_all,0.321976538252468,0.40691689886903787,0.6517367959675652,0.5801231701722436,0.7535038623433091
