,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.4331897425168214,0.4019863829644239,0.3935687680030981,0.4147039974088658,0.4384347688227246
perception_self,0.40272758579402596,0.576169382642322,0.4422266370132707,0.3478788725986503,0.48322992762760414
perception_others,0.6151460010545615,0.6185521695618093,0.8426387379799446,0.7418874663358885,0.8697791532324595
social_communication,0.4542944724164966,0.4837657675410279,0.610303460184815,0.73045929338331,0.7151250395217782
social_processing_all,0.6524999225066699,0.720271844903749,0.8657120640193637,0.7602574191375937,0.9099794254164673
all_analyses,0.6419844237144029,0.7123043797979043,0.868750797554634,0.7699030328165136,0.9156102376987305
all_studies,0.6419844237144029,0.7123043797979043,0.868750797554634,0.7699030328165136,0.9156102376987305
all_abstract,0.6419844237144029,0.7123043797979043,0.868750797554634,0.7699030328165136,0.9156102376987305
