,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.48576518422413195,0.5359939594820737,0.48669670663192927,0.4854215261624228,0.5311297140353922
perception_self,0.2862642632476418,0.5038727204639721,0.4047001603372504,0.45149881240686285,0.44675840045390225
perception_others,0.5031130948303075,0.5797844632310903,0.7386431523885104,0.7547528165421143,0.7884489272329167
social_communication,0.3753901101380165,0.4872669294986702,0.5831631990977897,0.7145496365429621,0.656379248944476
social_processing_all,0.5776741014303319,0.6546035966771673,0.7793964059044247,0.7542212763750481,0.8319183135576262
all_analyses,0.6472854410626541,0.7201118689306583,0.8699676295730113,0.7737633504061118,0.920474735028332
all_studies,0.6472854410626541,0.7201118689306583,0.8699676295730113,0.7737633504061118,0.920474735028332
all_abstract,0.6472854410626541,0.7201118689306583,0.8699676295730113,0.7737633504061118,0.920474735028332
