,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.5319248135977998,0.47060196556558137,0.5125531013317824,0.48662669866782743,0.5566121358991724
perception_self,0.4262159044327255,0.5975109393782195,0.5379450753356672,0.4746195599114637,0.5680044727621557
perception_others,0.5744955715194136,0.5652481567794841,0.7665979226219702,0.7646113422065844,0.8165582589289263
social_communication,0.3877916389356724,0.5021124042675051,0.5758050924503454,0.6985635017572214,0.6504051573895219
social_processing_all,0.5946436645383808,0.6073140026501568,0.7764790319430793,0.762552934945462,0.8301908346636856
all_analyses,0.6446317917819355,0.6907917308663928,0.8553583798591021,0.7345093204971257,0.8952129579487232
all_studies,0.6477262930455991,0.6952989228654584,0.8548328785797586,0.751184959957477,0.9026690126008868
all_abstract,0.6460522669250849,0.6931399637827362,0.8577162501696336,0.739533702824278,0.8985804890387314
