,Affiliation-Merged,Self-Merged,Others-Merged,SocComm-Merged,ALL-Merged
affiliation_attachment,0.3789695945945946,0.3482158996420954,0.26359716583877557,0.22574123989218328,0.2784271650949611
perception_self,0.2208817723184909,0.3121933654408786,0.1949437381265527,0.15817742908871454,0.18929178113793177
perception_others,0.2997879216319935,0.38812544449287667,0.6074801662259162,0.5462283533900792,0.6209253493592064
social_communication,0.26706797389516346,0.34056156428152806,0.4752906976744186,0.5546728296981077,0.5186019935242207
social_processing_all,0.37998167659184606,0.4715266262253101,0.6678180385318332,0.5605832934908818,0.7040639063290793
all_analyses,0.3662871085807239,0.45755346964880267,0.6838042327230314,0.5847325385431621,0.7637071235071922
all_studies,0.3662871085807239,0.45755346964880267,0.6838042327230314,0.5847325385431621,0.7637071235071922
all_abstract,0.3662871085807239,0.45755346964880267,0.6838042327230314,0.5847325385431621,0.7637071235071922
