run,manual_name,auto_name,dice,pearson_r
v4-allstudies,decrease,decrease,0.6874408855032081,0.8677638870811556
v4-allstudies,increase,increase,0.4928724007149396,0.6944066317391253
v4-allstudies,maintain,maintain,0.5243404651672465,0.7743895122242204
v4-allstudies,reappraisal,reappraisal,0.7007488479262672,0.8866311468985832
