run,manual_name,auto_name,n_analyses,n_unique_pmids,is_mapped
v4-allstudies,decrease,decrease,164,69,True
v4-allstudies,increase,increase,35,15,True
v4-allstudies,maintain,maintain,96,41,True
v4-allstudies,reappraisal,reappraisal,173,64,True
v4-allstudies,,all_abstract,607,122,False
v4-allstudies,,all_analyses,562,97,False
v4-allstudies,,all_studies,626,135,False
