,decrease,increase,maintain,reappraisal
decrease,0.6642541004946628,0.3134454634674608,0.11099415204678363,0.6520843401073327
increase,0.2517620166359769,0.493793347174979,0.09997068308413955,0.30526153371393305
maintain,0.04273448253260798,0.07435459289705815,0.4414537712895377,0.04468349193214729
reappraisal,0.6228322555100964,0.3893329658213892,0.12555308092056422,0.6500309342132399
all_analyses,0.5684966411860088,0.34574018479116264,0.2645277207392197,0.5832066610703995
