,decrease,increase,maintain,reappraisal
decrease,0.8477083468843866,0.46676881262720127,0.2233045757327411,0.8517997851391762
increase,0.40213856502046114,0.6700713820436914,0.208219764319586,0.5033567907460059
maintain,0.12914439253004176,0.17086588268623154,0.6969674385585821,0.1456652356377466
reappraisal,0.821011687692536,0.5714562869814634,0.23294534546889487,0.855292735670511
all_analyses,0.7292767452517631,0.5332402440106095,0.46140971905162087,0.7633184922112114
