run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v2-annotation-only,6,3,0.32121716749321927,0.4258648192473207,0.5277014294845898,0.628765090893933
