run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v3-annotation-only,5,4,0.2624778105137914,0.3573594328611318,0.6348101651379895,0.6971026740474964
