,all,decrease,functional,structural
dementia_all,0.6975532673646186,0.6549834838925434,0.5859443330310415,0.6464329016739653
dementia_decreasing_activity,0.681249998263858,0.637840838090731,0.5751272256543972,0.6141966445263076
functional,0.5237937643032157,0.5332408979376247,0.6665860145095108,0.3788210095081684
structural,0.5959361209988057,0.5359269790258094,0.37138267243353634,0.6167582882179012
all_analyses,0.6313283932908351,0.6031304556538545,0.5153240084052243,0.5800895794620207
