,all,decrease,functional,structural
dementia_all,0.3990370727010111,0.39751439276249656,0.14994456762749445,0.2754814975113612
dementia_decreasing_activity,0.3960591133004926,0.39059114825131536,0.17465638618840093,0.24324324324324326
functional,0.27909583411171307,0.27947893757401454,0.3836996336996337,0.16152019002375298
structural,0.23629799803085003,0.22158749248346363,0.08205128205128205,0.25610987679256714
all_analyses,0.3005020673360898,0.3199546163664728,0.10274698795180723,0.19998387226836545
