,all,working_memory,inhibition,flexibility
pooled_executive_function,0.7299338056747497,0.6898158502944904,0.6163023600104502,0.35392320534223703
working_memory,0.6662719982778107,0.6775863118796809,0.5503381549495776,0.3541485259360617
inhibition,0.48399360159544635,0.4724575762667115,0.5780867925640044,0.32977596741344195
cognitive_flexibility,0.2490155043992889,0.240168576320295,0.24850388493965944,0.2662574333397276
all_analyses,0.7552644866197392,0.6913774973711883,0.5974710221285564,0.32040410504902744
