run,manual_name,auto_name,n_analyses,n_unique_pmids,is_mapped
v2-annotation-only,all,pooled_executive_function,231,63,True
v2-annotation-only,working_memory,working_memory,94,26,True
v2-annotation-only,inhibition,inhibition,86,29,True
v2-annotation-only,flexibility,cognitive_flexibility,15,5,True
v2-annotation-only,,all_analyses,319,69,False
