,all,decrease,functional,structural
dementia_all,0.6284857169825365,0.62622177752316,0.472959977509377,0.5871699782912309
dementia_decreasing_activity,0.646971505435334,0.6442096550970653,0.5105640806170866,0.5874531114172555
functional,0.4527907942554385,0.46380668732720487,0.5430489114551208,0.2921665303926286
structural,0.5465556683409231,0.5383368944585092,0.33086190074433963,0.570390634341686
all_analyses,0.6222238892699766,0.6113651803576216,0.4728106702438495,0.5838761034635148
all_studies,0.6687874650315985,0.6435298376638436,0.5205894859146329,0.6149181331340285
all_abstract,0.6705991398941835,0.6445365924223955,0.521796408427539,0.6168742880855071
