,all,decrease,functional,structural
dementia_all,0.4163998380626403,0.4073822902538268,0.2677996516598934,0.32608347138353017
dementia_decreasing_activity,0.4629081985779903,0.4236113860406192,0.30735930735930733,0.3150720164609053
functional,0.31626840275208995,0.31013800165797045,0.3787347155768208,0.1470714900947459
structural,0.3526351286251084,0.31158065826899634,0.14550691747043162,0.29410467833678733
all_analyses,0.4260093853087395,0.34842136969796544,0.24553443225547067,0.26431132184572687
all_studies,0.44724664039607964,0.33860980492574144,0.2597125614987518,0.25680649328490995
all_abstract,0.44925138221881433,0.33887197601728986,0.2546087966323124,0.2613625304136253
