,adm_july2019,rdm_july2019,perceptual_dm_july2019
ambiguous_dm,0.5611672157528903,0.4175011856958202,0.7264385562320533
risky_dm,0.5134345669263541,0.45705568098403904,0.49072093632687686
perceptual_dm,0.5682019980564293,0.4058843162112633,0.8037197647085146
all_analyses,0.5830696263283189,0.4838831401348854,0.6590185298659386
all_studies,0.5877954567769101,0.4899352926650198,0.6480976077280604
all_abstract,0.5860356619929462,0.48789425276187676,0.651031497577324
