,adm_july2019,rdm_july2019,perceptual_dm_july2019
ambiguous_dm,0.38103146593908477,0.2192490572224955,0.40225837106601825
risky_dm,0.3079371297067032,0.24076338312689383,0.3213145321058152
perceptual_dm,0.327012727012727,0.18745471157178412,0.5577463267070009
all_analyses,0.3220861319636507,0.20600894590260782,0.38971886330416294
all_studies,0.31554996485256576,0.20273832474328204,0.36926421583477376
all_abstract,0.3184672294413355,0.20476450263684307,0.37313323839777995
