,adm_july2019,rdm_july2019,perceptual_dm_july2019
ambiguous_dm,0.5721914413003271,0.43742060047014336,0.5699614349656952
risky_dm,0.4543217375432646,0.4192177120283674,0.40843265296997433
perceptual_dm,0.4752083620123394,0.38010088653347285,0.7355640144957458
all_analyses,0.5847145247743267,0.47921676396140234,0.6389747751180656
all_studies,0.5908346735881879,0.48457789940485085,0.6304571355178898
all_abstract,0.584768971178499,0.4806895277018295,0.6311822583334757
