,decrease,increase,maintain,reappraisal
decrease,0.7351776171015404,0.217437313089487,0.13164506744247553,0.7228291160405752
increase,0.26122580126917827,0.4854617823652432,0.10927322591703806,0.34191633301118324
maintain,0.050012544952747345,0.02500180648890816,0.473067287043665,0.061597827640417324
reappraisal,0.693175643279527,0.2838283828382838,0.14836994919759108,0.7202692383834385
all_analyses,0.5717254580257042,0.20207586337044725,0.284963436928702,0.6013679755929534
