,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.7237710663050695,0.5777761767832663,0.4170182316688191,0.33335460968426106,0.44757702814739964,0.33360102063918134
alcohol,0.5824594101864388,0.7503195300918215,0.17608041633905472,0.23119665482785534,0.2276886450123767,0.22648058174912525
nicotine,0.35927606911807786,0.16262655576889098,0.5982194633270163,0.13433195618633154,0.17368113306091004,0.14972413373026075
opioids,0.3129345532762854,0.13759176101481957,0.1321389178279785,0.598377449346613,0.16983365898527422,0.17860648847348057
stimulants,0.4877342474722311,0.23529867571389693,0.16428901889726447,0.20188703330803157,0.739985152599479,0.2341515196766527
cannabis,0.299859826737868,0.16185889106886056,0.10299155068835843,0.11026508519256409,0.10966677034912842,0.49875387156052425
all_analyses,0.6414285309283989,0.4837056480713556,0.3906802301348723,0.28840871985545696,0.47524396039514744,0.3047651400673536
all_studies,0.6587716341213713,0.5052445920112267,0.36345913701418114,0.3359238101899164,0.4884798526693805,0.3208955498342617
all_abstract,0.6597644626651825,0.5027266691291218,0.38372343615063076,0.32580625911305633,0.48355360522198565,0.31052172083412755
