,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.4493326742461691,0.43823823823823826,0.11722383083267526,0.07389233655650165,0.21186363220912166,0.10998326826547686
alcohol,0.3058248029712836,0.5625913845461703,0.02699553311322587,0.01646655231560892,0.06644990855517172,0.06966692092550215
nicotine,0.0637593984962406,0.01763127635109237,0.3484946935239333,0.002517834662190516,0.005240373661426293,0.0
opioids,0.055161719096145326,0.029069767441860465,0.05188850006033546,0.23828227284629483,0.019665432256416805,0.036891545687446625
stimulants,0.21183742273834053,0.06471277842907386,0.03924725772365905,0.10020113366246114,0.43581900643392046,0.04183877415056629
cannabis,0.08023066315657515,0.1276376737004632,0.0,0.006502890173410405,0.0,0.093255620316403
all_analyses,0.4612212166342078,0.34905290659699545,0.20039480768080398,0.03951342966772798,0.2533669516019925,0.08792439621981099
all_studies,0.4589434862783382,0.35359116022099446,0.19811267446459851,0.03976113084889259,0.2559016298358564,0.0922371437929905
all_abstract,0.4604022270196569,0.3476122686683059,0.2001067552339719,0.04050673767449366,0.2511429442243219,0.0870469193984337
