,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.38311374025275613,0.32930017632394964,0.20936484821328555,0.05259226057074556,0.1903667088171054,0.12605368953443133
alcohol,0.32622645415027945,0.47403807209396515,0.038976148923792905,0.01831107281344248,0.09566787003610108,0.0902826855123675
nicotine,0.11006711409395974,0.02064316809436877,0.27401111892133684,0.0012521241391646543,0.03738563812281972,0.05356737534992812
opioids,0.055161719096145326,0.029069767441860465,0.05188850006033546,0.23828227284629483,0.019665432256416805,0.036891545687446625
stimulants,0.21492428388980114,0.06807351940095303,0.038156736131493986,0.06570484964366417,0.3973374295954941,0.08319424829888304
cannabis,0.08023066315657515,0.1276376737004632,0.0,0.006502890173410405,0.0,0.093255620316403
all_analyses,0.36807904237127115,0.258203335126412,0.18299835770704623,0.04178906472093244,0.23218409109005494,0.11572033532106127
all_studies,0.3283553328837075,0.2293283659319052,0.15317804974338728,0.049213205800678804,0.22010688042752172,0.10692318695465598
all_abstract,0.38235044548154434,0.2751377088973952,0.17994655920101627,0.04836337890093132,0.23063514057122425,0.12305731234985537
