,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.37426966292134833,0.2659085100945566,0.15581218125329738,0.037963624811373206,0.23863157260736012,0.06590551719422985
alcohol,0.35505925250683684,0.634168482207698,0.032842308621106014,0.012822124450031426,0.07503969248767443,0.05905314783304975
nicotine,0.06493184634448575,0.0274442538593482,0.1484511981297487,0.00786753270515049,0.022217760824466304,0.009408498496182617
opioids,0.055161719096145326,0.029069767441860465,0.05188850006033546,0.23828227284629483,0.019665432256416805,0.036891545687446625
stimulants,0.2525407705034271,0.08933405522468868,0.0485694864981771,0.05121638924455826,0.46124499268773445,0.053087048214675296
cannabis,0.0027427317608337905,0.0,0.0,0.0,0.0013125512715340443,0.08205875212430201
all_analyses,0.32310130080701627,0.18800272119732683,0.16540384906804062,0.0290952207223641,0.22336160370084812,0.07486229344016024
all_studies,0.3190961892619351,0.1922723091076357,0.16155664666302963,0.02883571459590915,0.22190169754798625,0.077883732992858
all_abstract,0.32199430615373387,0.18756435643564356,0.16385939903214916,0.029023389968002165,0.2211365978397771,0.07405572755417957
