,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.663925042012064,0.5700393838660156,0.37235440167367717,0.3133983775836759,0.37909567779099107,0.29917645734270354
alcohol,0.5825427080958131,0.7275577022944666,0.18276341373842864,0.2241547823424392,0.2324578898242688,0.2406444290585719
nicotine,0.2618711938349175,0.13385033839014301,0.48585751748895,0.09924112553237865,0.11410414408960638,0.11123390479962404
opioids,0.3042008874465006,0.12794248663163868,0.12545094278464086,0.6259217044151492,0.15223944605272244,0.16746129656399558
stimulants,0.45104730982479807,0.19859746182090204,0.18128092832804552,0.17964495697522714,0.7177691313897318,0.20505515774539967
cannabis,0.2553567336456495,0.16716224139676225,0.07974332634493597,0.10733939049667117,0.07898255516704455,0.40388727392641854
all_analyses,0.6590954422271993,0.5314787767483536,0.37719008964303447,0.29363755576653466,0.44276671038468746,0.3242609963405528
all_studies,0.6641044406847959,0.5242173280962172,0.362848273299816,0.3382404310743665,0.4581685583611166,0.34209148487760055
all_abstract,0.6723233663019595,0.542160915498432,0.3761136602316165,0.32904279167512795,0.44167079711902,0.3217893883106403
