,all_drug_classes,alcohol,nicotine,opioids,stimulants,cannabis
all_drug_classes,0.7715730231978946,0.6570715491726733,0.41081995477377653,0.34726066016764146,0.460689793181733,0.3143147429553959
alcohol,0.5788813421289479,0.8185340339358296,0.14875573795093835,0.20617572228719472,0.20418384398683637,0.19194174281560744
nicotine,0.40944780544076603,0.15803354860086405,0.7030551607258031,0.13412701528563317,0.19365336005546627,0.16038075842489802
opioids,0.3042008874465006,0.12794248663163868,0.12545094278464086,0.6259217044151492,0.15223944605272244,0.16746129656399558
stimulants,0.4828772969381897,0.25057443473535773,0.19952522970086847,0.21895966539269013,0.6900829737363819,0.22219450123266626
cannabis,0.27649014108480957,0.15080651654162253,0.09224109250557094,0.07490357499218354,0.12490341246639315,0.4700301341201807
all_analyses,0.7234614351420469,0.5779522647048198,0.40710324720757557,0.3141002135966019,0.49330384434759866,0.2999990028116525
all_studies,0.7337198780940433,0.5795773916917539,0.40743215579276887,0.3266530308298944,0.4994684872700024,0.31419056384851995
all_abstract,0.7266070112118824,0.577163378573309,0.40549468674464956,0.3284736707134678,0.49638986460067275,0.3011498744995168
