,all,decrease,functional,structural
dementia_all,0.5620176032498307,0.4405024613817688,0.23985339298226702,0.45834157925984564
dementia_decreasing_activity,0.5641658440276407,0.44586385563694836,0.2547044944466824,0.4592967744613724
functional,0.404849146331956,0.3710742961683098,0.3113111065657599,0.2554843538051359
structural,0.4005206229522912,0.31793928242870284,0.16043917124136708,0.40619793402199267
