,all,decrease,functional,structural
dementia_all,0.7498730514906596,0.6980110023131271,0.6316867491061521,0.7006573328331515
dementia_decreasing_activity,0.7582245532284024,0.7068110715543664,0.6335246188627868,0.7098092331219923
functional,0.5199750919976804,0.5228938161740986,0.6372882373332918,0.3938659184829806
structural,0.697198963553217,0.6253602915699507,0.4533321787956259,0.7295257895178431
all_analyses,0.6579431880473533,0.6319875341958168,0.5712587775472195,0.6263510386052328
all_studies,0.6579431880473533,0.6319875341958168,0.5712587775472195,0.6263510386052328
all_abstract,0.6579431880473533,0.6319875341958168,0.5712587775472195,0.6263510386052328
