,all,decrease,functional,structural
dementia_all,0.48349596945269413,0.387859497555985,0.238099022490662,0.4299559471365639
dementia_decreasing_activity,0.5285974344862622,0.4350240861433834,0.2863701123951243,0.47586064302698233
functional,0.39630262544663664,0.3558567671454582,0.3028250118555653,0.26312112885949795
structural,0.4049362250771285,0.31853122419160157,0.1968313140726934,0.41279669762641896
