project,manual_annotation,arm,autonima_run,auto_column,broad_arm,dice,pearson_r,r2,studies,points,voxels
decision_making,adm_july2019,autonima,v3,ambiguous_dm,all_decision_making:all_analyses,0.197,0.4877,0.2379,64,1796,902629
decision_making,adm_july2019,baseline_sub,v3,ambiguous_dm,all_decision_making:all_analyses,0.1461,0.5333,0.2845,203,6259,902629
decision_making,adm_july2019,baseline_broad,v3,ambiguous_dm,all_decision_making:all_analyses,0.1174,0.5341,0.2853,375,11513,902629
decision_making,rdm_july2019,autonima,v3,risky_dm,all_decision_making:all_analyses,0.0077,0.322,0.1037,71,2219,902629
decision_making,rdm_july2019,baseline_sub,v3,risky_dm,all_decision_making:all_analyses,0.0031,0.3708,0.1375,199,6415,902629
decision_making,rdm_july2019,baseline_broad,v3,risky_dm,all_decision_making:all_analyses,0.0022,0.3808,0.145,375,11513,902629
decision_making,perceptual_dm_july2019,autonima,v3,perceptual_dm,all_decision_making:all_analyses,0.6436,0.845,0.714,39,1141,902629
decision_making,perceptual_dm_july2019,baseline_sub,v3,perceptual_dm,all_decision_making:all_analyses,0.6218,0.8231,0.6776,59,1652,902629
decision_making,perceptual_dm_july2019,baseline_broad,v3,perceptual_dm,all_decision_making:all_analyses,0.3378,0.6196,0.3839,375,11513,902629
