pmid,file,bytes,sha256,rendered_by_the_arms
10762735,10762735.extraction.json,68079,5b411dfcc4bffed3cfded216f86c33f0f62d80d4578d71c90abf172dc5aca48b,True
11707642,11707642.extraction.json,55863,5024614fe62f1db0f5799699d87b4a6b73bd3110deb55cf815ccfa47189ddeb8,True
11822992,11822992.extraction.json,62175,d5d31d792fa582e0dfd9dfc13fa76de3e5fe7007105ea37b0cb16f36865e5445,True
11981133,11981133.extraction.json,80212,c5a7f5aa8e52ac6cbd93db207e66491b891192b5d6d3d4a919ca98e2716e9406,True
12122034,12122034.extraction.json,9510,854d63008b05471db263678245fff1909de5321bc774d9e3f5548a7e39538285,True
12167554,12167554.extraction.json,84333,a8b004f4c018f3775684619b78818d52af13f18a5c684a5a495613dfab2d7585,True
12498754,12498754.extraction.json,54780,bb5cf65d3e9ee357b44939ec9906f6b97d4c507556bb516f23e39fb2fe0fc6a7,True
12880835,12880835.extraction.json,64554,b9771be15a4d0fc07894cee72904f2aee287b632acd0a6852eee61f215ef6fe9,True
14506401,14506401.extraction.json,30845,6ca954e87a011b351f1e6aac9edf617a5d81a82b19b06d4d1cdf01552c825822,True
14643939,14643939.extraction.json,104046,37c24212c86aa75f7da2a4000fbfd10de3e06dacc3bb06d344093e5e640e360d,True
14706428,14706428.extraction.json,84139,515c6cbec1e6a215af7b8a3b7e5b83fa504847280078bc6daa7bb43181ed09b3,True
15095470,15095470.extraction.json,86047,9f34b820f8ff44177104ee5258f375546f25c8f37564e91e99d8b01024a166bd,True
15229050,15229050.extraction.json,113440,d47aba711d785026e6af48cf839bb197ae0c1fa99353edf5affea90722d1f349,True
15607838,15607838.extraction.json,128222,733e9f081e2654a9048305f581904ecaa5784b06163ed3e58776cf7e7e762148,True
15766635,15766635.extraction.json,100489,fc3031c898c73c69e6280e579862d037b01915f4cd584a8a25f98a58292700f9,True
15982446,15982446.extraction.json,10785,ce4e63e045aac8cd1480ba97a992779f49120ca412b2fb9fb42aee62e5cb2d5a,True
16054344,16054344.extraction.json,64727,56366956f466949bc2f07b0c5e4c611cc0ad99afe4a816da20a64ba2c11a9334,True
16131857,16131857.extraction.json,70798,0fe0b2bb5960fc9bfb0733a09aac1903d5344a31c8a773b93e5552affa740d90,True
16369836,16369836.extraction.json,71874,0df38ea3f993d4f5d19e6248255e374545fbadc84fe410ce9bf68a965f4dd1a9,True
