,affiliation_merged,self_merged,others_merged,soccomm_merged,all_merged
affiliation_attachment,0.64717972142706,0.5956769316104643,0.5945648033025226,0.5481518825310664,0.6618837833509652
perception_self,0.5374393496799782,0.6871737887186059,0.6464676518600792,0.5650579295128483,0.6933622755306137
perception_others,0.6308408563053175,0.6391001820153343,0.848088999153745,0.7634482332945073,0.8830636533745674
social_communication,0.561150603124128,0.6045823205193278,0.7507212466223725,0.7995158891518319,0.8286060426032044
social_processing_all,0.6430898872734929,0.6726343773858602,0.8628452449730882,0.7593893776551385,0.8980338754102947
all_analyses,0.6056701375012479,0.6567219214456094,0.8354778231804237,0.76148223365791,0.8800955455096745
all_studies,0.6073904529224012,0.6725664173318704,0.8252505618952988,0.7733748576411593,0.8824170044791803
all_abstract,0.6110315717448876,0.6649180013829818,0.8328842549068636,0.7677888390100902,0.8831802468699971
