,affiliation_merged,self_merged,others_merged,soccomm_merged,all_merged
affiliation_attachment,0.4463447472799389,0.3965418600216134,0.37643810400368155,0.32039636663914123,0.37960230466554246
perception_self,0.3370162176132325,0.47448117933304707,0.4353440010227345,0.367438614854551,0.4389662422807569
perception_others,0.34300176617323064,0.39030932735730534,0.6439210155148096,0.579563193698532,0.7344490802199887
social_communication,0.315064898362906,0.3826233183856502,0.5898531701211881,0.6061791040144003,0.6860962702251032
social_processing_all,0.350281214848144,0.4194623261980775,0.6686766975865203,0.5767246937459704,0.7520504427023567
all_analyses,0.3075191648996901,0.38893568792023403,0.6295850638512596,0.555724670008135,0.7371552607512368
all_studies,0.2949692309962664,0.37918153434433544,0.6009171025291968,0.5429736170418668,0.7317971402119123
all_abstract,0.3073090228188771,0.39146852938103555,0.621972986315936,0.553733220399887,0.7394149137511491
