Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	0.0	10.0	64.0	5.562176014878337	4272
PositiveTail 1a	2.0	0.0	64.0	4.720113172383754	
PositiveTail 1b	-2.0	8.0	58.0	4.720113172383754	
PositiveTail 1c	-2.0	4.0	68.0	4.720113172383754	
PositiveTail 2	-46.0	18.0	0.0	5.191507631347498	3864
PositiveTail 2a	-54.0	18.0	-4.0	4.10528792086783	
PositiveTail 2b	-44.0	10.0	2.0	4.10528792086783	
PositiveTail 2c	-40.0	18.0	-4.0	4.10528792086783	
PositiveTail 3	-52.0	-46.0	24.0	4.720113172383754	1872
PositiveTail 3a	-62.0	-48.0	26.0	3.4157137385645067	
PositiveTail 3b	-54.0	-46.0	32.0	3.4157137385645067	
PositiveTail 3c	-50.0	-46.0	20.0	3.4157137385645067	
PositiveTail 4	-32.0	50.0	22.0	4.10528792086783	1528
PositiveTail 4a	-28.0	42.0	30.0	2.5577694577619687	
PositiveTail 4b	-28.0	50.0	14.0	2.5577694577619687	
PositiveTail 4c	-28.0	56.0	20.0	2.5577694577619687	
PositiveTail 5	34.0	-58.0	-28.0	4.10528792086783	1416
PositiveTail 6	46.0	18.0	0.0	4.10528792086783	3248
PositiveTail 6a	54.0	22.0	0.0	4.10528792086783	
PositiveTail 6b	44.0	20.0	-10.0	3.4157137385645067	
PositiveTail 7	-6.0	-64.0	62.0	3.4157137385645067	1096
PositiveTail 8	-38.0	0.0	52.0	2.5577694577619687	80
PositiveTail 9	-34.0	-62.0	-26.0	2.5577694577619687	120
