,all,working_memory,inhibition,flexibility
pooled_executive_function,0.9164898676669783,0.8824091634282162,0.8139427307481267,0.5976004391733243
working_memory,0.9158038683837652,0.8946579500690678,0.7931701945992228,0.5919081272734152
inhibition,0.8254141300224523,0.757907806439859,0.8035772719004555,0.5237275818964291
cognitive_flexibility,0.7225994801541659,0.6850193688475144,0.6144815124319712,0.6074013021545288
all_analyses,0.9126478733265564,0.8737043600666434,0.8204400031147733,0.6004573468720427
all_studies,0.9052055522925907,0.8616909050471192,0.822075530295101,0.5898592767323712
all_abstract,0.9140760399785682,0.8736658658668888,0.8235681185103746,0.5999416890539845
