,all,working_memory,inhibition,flexibility
pooled_executive_function,0.7664605625285399,0.6792483199871232,0.5309053910493319,0.2797701949860724
working_memory,0.7758875938736508,0.7187592144836941,0.5523723963532309,0.3012915311051957
inhibition,0.695328818279638,0.6383413842953352,0.629321252193788,0.32462319169885634
cognitive_flexibility,0.5288215400138269,0.5212031034116271,0.4814240305149396,0.38333556060403584
all_analyses,0.733927087044294,0.6438972934033138,0.5119686928702011,0.2698645728518879
all_studies,0.697433010583202,0.6066839919364632,0.4841476161123469,0.250456057516901
all_abstract,0.732009048494274,0.6402642789724752,0.5098893636286466,0.2672910310169851
