,all,working_memory,inhibition,flexibility
pooled_executive_function,0.9277732291033393,0.8914243564450997,0.8237116042782673,0.5955600864246728
working_memory,0.9165202173415976,0.8947298781250747,0.7933889217061242,0.583074411368532
inhibition,0.8383801212971307,0.7770569536362782,0.8120474452012904,0.5168300792146925
cognitive_flexibility,0.7243683757234521,0.6897433293282017,0.6326486630337738,0.5756202837294161
all_analyses,0.918668187043589,0.8787342704321456,0.8277303445798007,0.5969692652332812
all_studies,0.90686803801639,0.8632010667750347,0.824653577134093,0.5863283583133789
all_abstract,0.9190085514464902,0.8781027496716826,0.8292614190945046,0.5967020551493504
